mfr_id,mfr_name,mfr_region,dhis2_id,dhis2_name,dhis2_region,linktransformer_score,text_a,text_b,match_type
1001150,smart dental medium clinic,addis ababa,Zi1NhNqxR87,smart dental medium clinic,addis ababa,0.8411209583282471,smart dental medium clinic woreda:Woreda 3 region:addis ababa zone:Kirkos Sub City,smart dental medium clinic region:addis ababa zone:Kirkos Sub City,confirmed
1001329,tesfa drug shop,tigray,ys0qPL0CHqu,tesfa teradio medium clinic,tigray,0.92999267578125,tesfa drug shop region:tigray zone:Western Zone,tesfa teradio medium clinic region:tigray zone:North Western ZHD,confirmed
1001391,woliso health center no 2,oromia,ncisaE3SMbd,waliso 03 health center,oromia,0.8071585297584534,woliso health center no 2 woreda:Woliso Town region:oromia zone:Woliso Town,waliso 03 health center region:oromia zone:Woliso Town ZHD,confirmed
1001409,mekonen drug shop,tigray,XybC4KT3dEG,mekonen clinic,tigray,0.8902027606964111,mekonen drug shop region:tigray zone:Western Zone,mekonen clinic region:tigray zone:Eastern ZHD,confirmed
1001409,mekonen drug shop,tigray,ErO1G54zW0G,mekwanint clinic,tigray,0.8303388953208923,mekonen drug shop region:tigray zone:Western Zone,mekwanint clinic region:tigray zone:Western ZHD,confirmed
1002110,betezata basic labiratory,addis ababa,sP7JHTHa8PS,betezata labiratory,addis ababa,0.8277950286865234,betezata basic labiratory woreda:Woreda 9 region:addis ababa zone:Lideta Sub City,betezata labiratory region:addis ababa zone:Lideta Sub City,confirmed
1002111,betezatha advanced diagnostic laboratory,addis ababa,xIgG4AGLWQs,betezatha advanced laboratory,addis ababa,0.847850501537323,betezatha advanced diagnostic laboratory woreda:Woreda 8 region:addis ababa zone:Kirkos Sub City,betezatha advanced laboratory region:addis ababa zone:Kirkos Sub City,confirmed
1002142,bilal medium clinic,addis ababa,kEIcgb2MXGx,bilal medium clinic,addis ababa,0.9863654375076294,bilal medium clinic region:addis ababa zone:Addis Ketema Sub City,bilal medium clinic region:addis ababa zone:Addis Ketema Sub City,confirmed
1002142,bilal medium clinic,addis ababa,kwyNoRtGkUL,bilal medium dental clinic,addis ababa,0.9526459574699402,bilal medium clinic region:addis ababa zone:Addis Ketema Sub City,bilal medium dental clinic region:addis ababa zone:Nifas Silk Lafto Sub City,confirmed
1002708,ethio internal medicine specialty clinic,addis ababa,BuzIMQotn6t,ethio internal medicine speciality clinic,addis ababa,0.8589975237846375,ethio internal medicine specialty clinic woreda:Woreda 8 region:addis ababa zone:Kirkos Sub City,ethio internal medicine speciality clinic region:addis ababa zone:Kirkos Sub City,confirmed
1003741,munir no 1 medium dental clinic,addis ababa,tdeAQXIbzIH,munir medium dental clinic,addis ababa,0.8554520606994629,munir no 1 medium dental clinic woreda:Woreda 9 region:addis ababa zone:Addis Ketema Sub City,munir medium dental clinic region:addis ababa zone:Addis Ketema Sub City,confirmed
1004182,merzu primary hospital,tigray,PEEJioHFRrt,merzu primary hospital,tigray,0.8591481447219849,merzu primary hospital woreda:Tsegede Woreda region:tigray zone:Western Zone,merzu primary hospital region:tigray zone:Western ZHD,confirmed
1004305,kafta health center,tigray,zCuPZCIUCmc,kafta humera clinic,tigray,0.8716036677360535,kafta health center woreda:Kafta Humera Woreda region:tigray zone:Western Zone,kafta humera clinic region:tigray zone:Western ZHD,confirmed
1004511,al afiya primary clinic,oromia,FzZNaF7jYoT,al _afiya primary clinic,oromia,0.8624927997589111,al afiya primary clinic woreda:Gechi region:oromia zone:Buno Bedele Zone,al _afiya primary clinic region:oromia zone:Buno Bedele ZHD,confirmed
1004645,milki primary clinic,oromia,xYVDs7C5IXy,milki primary clinic,oromia,0.8018093705177307,milki primary clinic woreda:Wachile Woreda region:oromia zone:East Borena Zone,milki primary clinic region:oromia zone:Bale ZHD,confirmed
1004645,milki primary clinic,oromia,QRAEzmxT3gd,milki primary clinic,oromia,0.8213512301445007,milki primary clinic woreda:Wachile Woreda region:oromia zone:East Borena Zone,milki primary clinic region:oromia zone:West Arsi ZHD,confirmed
1004780,anno health center,oromia,fnotqiM5IxF,anno mikaa'el health center,oromia,0.8155648708343506,anno health center woreda:Seyo region:oromia zone:Kelem Wollega Zone,anno mikaa'el health center region:oromia zone:Kelem Wellega  ZHD,confirmed
1005337,birhanu primary clinic,oromia,oe0kmMyNAFO,birhanu primary clinic,oromia,0.8675316572189331,birhanu primary clinic woreda:Odo Shakiso region:oromia zone:Guji Zone,birhanu primary clinic region:oromia zone:West Guji ZHD,confirmed
1005337,birhanu primary clinic,oromia,WA7HZwNgFNx,birhanu primary clinic,oromia,0.8675316572189331,birhanu primary clinic woreda:Odo Shakiso region:oromia zone:Guji Zone,birhanu primary clinic region:oromia zone:West Guji ZHD,confirmed
1005337,birhanu primary clinic,oromia,ZF2dj2Cg4Uv,birhanu regassa primary clinic,oromia,0.8126829266548157,birhanu primary clinic woreda:Odo Shakiso region:oromia zone:Guji Zone,birhanu regassa primary clinic region:oromia zone:West Shewa  ZHD,confirmed
1005434,beteseb medium clinic,sidama,Vs0bTf3uPTG,beteseb clinic,sidama,0.8147759437561035,beteseb medium clinic woreda:Aleta Wondo Town Administration region:sidama zone:Southern Zone,beteseb clinic region:sidama zone:Aleta Chuko Town WorHO,confirmed
1005565,biniam primary clinic,oromia,atuevpuHDtD,biniam primary clinic,oromia,0.8194331526756287,biniam primary clinic woreda:Siraro region:oromia zone:West Arsi Zone,biniam primary clinic region:oromia zone:Arsi ZHD,confirmed
1005679,boku luboma health center,oromia,knBLqEclZCt,boku luboma rural health post,oromia,0.8425564169883728,boku luboma health center woreda:Miyo region:oromia zone:Borena Zone,boku luboma rural health post region:oromia zone:Borena ZHD,confirmed
1005679,boku luboma health center,oromia,hIfVqq5TzLD,boku luboma phcu,oromia,0.8034883737564087,boku luboma health center woreda:Miyo region:oromia zone:Borena Zone,boku luboma phcu region:oromia zone:Borena ZHD,confirmed
1006091,dangur mekael health post,benishangul gumuz,pQIRS1Ycgw9,dangur health post,benishangul gumuz,0.8543767929077148,dangur mekael health post woreda:Dangur Woreda region:benishangul gumuz zone:Metekel Zone,dangur health post region:benishangul gumuz zone:Metekel ZHD,confirmed
1006666,eba primary clinic,oromia,qWPQdIIX4MY,eba small clinic,oromia,0.8068865537643433,eba primary clinic woreda:Odo Shakiso region:oromia zone:Guji Zone,eba small clinic region:oromia zone:Guji ZHD,confirmed
1006666,eba primary clinic,oromia,zkpAKrg3vPe,eba primary clinic,oromia,0.8007138967514038,eba primary clinic woreda:Odo Shakiso region:oromia zone:Guji Zone,eba primary clinic region:oromia zone:West Wellega  ZHD,confirmed
1006738,elishaday medium clinic,benishangul gumuz,jEfZmH2gXzA,elishaday medium clinic,benishangul gumuz,0.8646178841590881,elishaday medium clinic woreda:Bulen Woreda region:benishangul gumuz zone:Metekel Zone,elishaday medium clinic region:benishangul gumuz zone:Metekel ZHD,confirmed
1007029,fitsum medium clinic,tigray,J2xgkBYBoRE,fitsum medium clinic,tigray,0.84073406457901,fitsum medium clinic woreda:Asgede Woreda region:tigray zone:North West Zone,fitsum medium clinic region:tigray zone:North Western ZHD,confirmed
1007800,hadush medium clinic,tigray,HffwLZARDUr,hadush medium clinic,tigray,0.8488157391548157,hadush medium clinic woreda:Adi Daero Town region:tigray zone:North West Zone,hadush medium clinic region:tigray zone:North Western ZHD,confirmed
1007880,haro primary clinic,oromia,A1EpzCyhgRv,haro primary clinic,oromia,0.8327250480651855,haro primary clinic woreda:Odo Shakiso region:oromia zone:Guji Zone,haro primary clinic region:oromia zone:Horo Gudru Wellega  ZHD,confirmed
1008400,tsegay primary clinic,tigray,r3swIpQ8wv3,tsegay haftu clinic,tigray,0.808879017829895,tsegay primary clinic woreda:Kafta Humera Woreda region:tigray zone:Western Zone,tsegay haftu clinic region:tigray zone:Western ZHD,confirmed
1009409,medhani alem health center,tigray,uMVWRVOuBwH,medhanialem health post,tigray,0.8204261660575867,medhani alem health center woreda:Tsegede Woreda region:tigray zone:Western Zone,medhanialem health post region:tigray zone:North Western ZHD,confirmed
1009409,medhani alem health center,tigray,hTeqfdqp4FD,medhani alem health center,tigray,0.8607105016708374,medhani alem health center woreda:Tsegede Woreda region:tigray zone:Western Zone,medhani alem health center region:tigray zone:Western ZHD,confirmed
1009409,medhani alem health center,tigray,Ar2ZG6XGINx,medhani alem health post,tigray,0.8498220443725586,medhani alem health center woreda:Tsegede Woreda region:tigray zone:Western Zone,medhani alem health post region:tigray zone:Western ZHD,confirmed
1009409,medhani alem health center,tigray,KXQiyWJdVKk,medhani alem phcu,tigray,0.800831139087677,medhani alem health center woreda:Tsegede Woreda region:tigray zone:Western Zone,medhani alem phcu region:tigray zone:Western ZHD,confirmed
1009451,degua awerki health post,tigray,jyk6vFoVzBo,deguea awerki health post,tigray,0.8362993597984314,degua awerki health post woreda:Wolkayit Woreda region:tigray zone:Western Zone,deguea awerki health post region:tigray zone:Western ZHD,confirmed
1009625,mesebo clinic,tigray,WLS5SBFekrw,mesebo clinic,tigray,0.8413646817207336,mesebo clinic woreda:Ayder region:tigray zone:Mekelle Zone,mesebo clinic region:tigray zone:Mekelle ZHD,confirmed
1010378,sahal medium clinic,oromia,GGJeEbUwQav,sahal medium clinic,oromia,0.8084656000137329,sahal medium clinic woreda:Negele Borena Town region:oromia zone:East Borena Zone,sahal medium clinic region:oromia zone:Guji ZHD,confirmed
1010504,raya medium clinic,tigray,LsDVbPQZk1D,raya medium clinic,tigray,0.8579314947128296,raya medium clinic woreda:Alamata Town region:tigray zone:Southern Zone,raya medium clinic region:tigray zone:Southern ZHD,confirmed
1010650,seyo health center,oromia,rano1masM5j,seyo health center,oromia,0.8363032341003418,seyo health center woreda:Gobu Seyo region:oromia zone:East Wollega Zone,seyo health center region:oromia zone:East Wellega ZHD,confirmed
1010737,sheraro health center,tigray,HpeifK8yJUX,sherarro health center,tigray,0.8605929017066956,sheraro health center woreda:Sheraro region:tigray zone:North West Zone,sherarro health center region:tigray zone:North Western ZHD,confirmed
1010830,sifen male primary clinic,oromia,s2Zl42ekjWw,sifen male primary clinic,oromia,0.8841184973716736,sifen male primary clinic woreda:Heben Arsi region:oromia zone:West Arsi Zone,sifen male primary clinic region:oromia zone:West Arsi ZHD,confirmed
1010830,sifen male primary clinic,oromia,Sfexr0DtHub,sifen primary clinic,oromia,0.814329206943512,sifen male primary clinic woreda:Heben Arsi region:oromia zone:West Arsi Zone,sifen primary clinic region:oromia zone:West Hararge ZHD,confirmed
1011010,takesta birhan health center,oromia,SrMACqzHYzO,takesta birhan health center,oromia,0.8687162399291992,takesta birhan health center woreda:Alge Sachi region:oromia zone:Ilu Aba Bora Zone,takesta birhan health center region:oromia zone:Ilu Aba Bora ZHD,confirmed
1011010,takesta birhan health center,oromia,J31Vb5uiYHy,takesta birhan phcu,oromia,0.8128716349601746,takesta birhan health center woreda:Alge Sachi region:oromia zone:Ilu Aba Bora Zone,takesta birhan phcu region:oromia zone:Ilu Aba Bora ZHD,confirmed
1011059,tedesa primary clinic,oromia,NpVNjKCnuox,tedesa primary clinic,oromia,0.8466748595237732,tedesa primary clinic woreda:Liben Chukala region:oromia zone:East Shewa Zone,tedesa primary clinic region:oromia zone:East Shewa  ZHD,confirmed
1011268,tokuma primary clinic,oromia,Qdb5UmujBJG,tokuma primary clinic,oromia,0.8680092096328735,tokuma primary clinic woreda:Munesa region:oromia zone:Arsi zone,tokuma primary clinic region:oromia zone:Arsi ZHD,confirmed
1011306,tsaeda ambora health post,tigray,mGsarHxts7Z,tsaeda ambora health center,tigray,0.8216932415962219,tsaeda ambora health post woreda:Adi Daero Town region:tigray zone:North West Zone,tsaeda ambora health center region:tigray zone:North Western ZHD,confirmed
1011306,tsaeda ambora health post,tigray,F6Qr6erXBzC,tseada ambora health post,tigray,0.8225581645965576,tsaeda ambora health post woreda:Adi Daero Town region:tigray zone:North West Zone,tseada ambora health post region:tigray zone:North Western ZHD,confirmed
1011746,yabelo town health center,oromia,Oz97XmZmfp2,yabelotown health center,oromia,0.848739743232727,yabelo town health center woreda:Yabelo Town region:oromia zone:Borena Zone,yabelotown health center region:oromia zone:Borena ZHD,confirmed
1012041,sonkole kake health post,oromia,apICRiGKcuu,sonkole kake health post,oromia,0.887173593044281,sonkole kake health post woreda:Wonchi region:oromia zone:South West Shewa,sonkole kake health post region:oromia zone:South West Shewa  ZHD,confirmed
1012050,soyema health post,oromia,m9TTU31uflE,soyama health post,oromia,0.8389612436294556,soyema health post woreda:Becho region:oromia zone:South West Shewa,soyama health post region:oromia zone:South West Shewa  ZHD,confirmed
1012069,moko hujuba kota health post,oromia,MwnN5DeN7hv,muko ujuba health post,oromia,0.805708646774292,moko hujuba kota health post woreda:Ameya region:oromia zone:South West Shewa,muko ujuba health post region:oromia zone:South West Shewa  ZHD,confirmed
1012274,sololiya kore abote health post,oromia,dj5ilKJ8iFQ,sololiya health post,oromia,0.8082109093666077,sololiya kore abote health post woreda:Goro region:oromia zone:South West Shewa,sololiya health post region:oromia zone:South West Shewa  ZHD,confirmed
1012686,may harish health post,tigray,X7agdOQ4xaM,may harish health post,tigray,0.865139365196228,may harish health post woreda:Wolkayit Woreda region:tigray zone:Western Zone,may harish health post region:tigray zone:Western ZHD,confirmed
1012716,shikuda health post,tigray,Ocl3oUJBpxW,shikuda health post,tigray,0.869775116443634,shikuda health post woreda:Wolkayit Woreda region:tigray zone:Western Zone,shikuda health post region:tigray zone:Western ZHD,confirmed
1012839,agelo silika health post,oromia,CmKOHMsenh6,agelo selika health post,oromia,0.8093214631080627,agelo silika health post woreda:Boji Dirmeji region:oromia zone:West Wollega Zone,agelo selika health post region:oromia zone:West Wellega  ZHD,confirmed
1013952,ayana 01 health post,oromia,gWV73BqK7tM,ayana 01 health post,oromia,0.8442699909210205,ayana 01 health post woreda:Gida Ayana region:oromia zone:East Wollega Zone,ayana 01 health post region:oromia zone:East Wellega ZHD,confirmed
1014035,azer kerensa health post,oromia,iJVDFFs1Q2j,azer health post,oromia,0.8333413600921631,azer kerensa health post woreda:Wonchi region:oromia zone:South West Shewa,azer health post region:oromia zone:South West Shewa  ZHD,confirmed
1014579,belbela health post,oromia,BgzFQNzhJis,belbela health post,oromia,0.8697143197059631,belbela health post woreda:Wonchi region:oromia zone:South West Shewa,belbela health post region:oromia zone:South West Shewa  ZHD,confirmed
1014700,waji bariti health post,oromia,vIrlJdvYxgL,waji gange health post,oromia,0.8235303163528442,waji bariti health post woreda:Tiyo region:oromia zone:Arsi zone,waji gange health post region:oromia zone:Arsi ZHD,confirmed
1014816,biftu health post,oromia,sigkZQiCbzk,biftu health post,oromia,0.8811774849891663,biftu health post woreda:Girawa region:oromia zone:East Hararge Zone,biftu health post region:oromia zone:East Hararge ZHD,confirmed
1014816,biftu health post,oromia,X3HoN7ebMSs,biftu lalu primary clinic,oromia,0.819901168346405,biftu health post woreda:Girawa region:oromia zone:East Hararge Zone,biftu lalu primary clinic region:oromia zone:East Hararge ZHD,confirmed
1014847,bikiltu embabo health post,oromia,sAeDKGTGFip,bikiltu imbabo health post,oromia,0.8809179067611694,bikiltu embabo health post woreda:Hababo Guduru region:oromia zone:Horo Gudru Wellega Zone,bikiltu imbabo health post region:oromia zone:Horo Gudru Wellega  ZHD,confirmed
1014859,endabo health post,tigray,koyGZBqRnsP,enda abo health post,tigray,0.819394052028656,endabo health post woreda:Wolkayit Woreda region:tigray zone:Western Zone,enda abo health post region:tigray zone:Western ZHD,confirmed
1015571,burqa urban health post,oromia,wiOEnHRh6v6,burqa misoma health post,oromia,0.8342118263244629,burqa urban health post woreda:Oda Bultum region:oromia zone:West Hararge Zone,burqa misoma health post region:oromia zone:West Hararge ZHD,confirmed
1015956,cherecha 03 health post,oromia,LtQu8O6iKMx,cherecha 03 health post,oromia,0.9042249321937561,cherecha 03 health post woreda:Girawa region:oromia zone:East Hararge Zone,cherecha 03 health post region:oromia zone:East Hararge ZHD,confirmed
1016070,damu degele health post,oromia,JN5vYDSkFHV,damu degele health post,oromia,0.8847633600234985,damu degele health post woreda:Wonchi region:oromia zone:South West Shewa,damu degele health post region:oromia zone:South West Shewa  ZHD,confirmed
1016620,kisad delesa health post,tigray,YGEEqHprGav,kisad delesa health post,tigray,0.8616616129875183,kisad delesa health post woreda:Wolkayit Woreda region:tigray zone:Western Zone,kisad delesa health post region:tigray zone:Western ZHD,confirmed
1016771,shirela health center,tigray,WtmBS0jDzO8,shirela health center,tigray,0.8512383103370667,shirela health center woreda:Wolkayit Woreda region:tigray zone:Western Zone,shirela health center region:tigray zone:Western ZHD,confirmed
1017654,dulele kori health post,oromia,yjscWROD1XV,dulele kori health post,oromia,0.8844141960144043,dulele kori health post woreda:Wonchi region:oromia zone:South West Shewa,dulele kori health post region:oromia zone:South West Shewa  ZHD,confirmed
1018031,insilale health post,oromia,GNPEaMGPTq9,insilale health post,oromia,0.8076300024986267,insilale health post woreda:Koye Fache Sub-City region:oromia zone:Sheger City,insilale health post region:oromia zone:SHEGER CITY Health Office,confirmed
1018260,fete wato health post,oromia,Rnawyndj498,fete wato health post,oromia,0.874973475933075,fete wato health post woreda:Wonchi region:oromia zone:South West Shewa,fete wato health post region:oromia zone:South West Shewa  ZHD,confirmed
1019079,genji dalecho health post,oromia,kx2BW9cyzMF,genji dalecho health post,oromia,0.8689566850662231,genji dalecho health post woreda:Gomma region:oromia zone:Jimma Zone,genji dalecho health post region:oromia zone:Jimma ZHD,confirmed
1019744,chancho soyama health post,oromia,QiZERfMfq1U,chancho soyama health post,oromia,0.8880046606063843,chancho soyama health post woreda:Goro region:oromia zone:South West Shewa,chancho soyama health post region:oromia zone:South West Shewa  ZHD,confirmed
1020529,haro 01 health post,oromia,yRqUjFifYgU,haro 01 health post,oromia,0.8754071593284607,haro 01 health post woreda:Haro Limu region:oromia zone:East Wollega Zone,haro 01 health post region:oromia zone:East Wellega ZHD,confirmed
1020681,hase alke health post,oromia,Vy2TUUtljQF,hase alke health post,oromia,0.8728680610656738,hase alke health post woreda:Kofele region:oromia zone:West Arsi Zone,hase alke health post region:oromia zone:West Arsi ZHD,confirmed
1020819,haftom health post,tigray,XKcWFviNVkW,haftom health post,tigray,0.8210960030555725,haftom health post woreda:Tahtay Qoraro region:tigray zone:North West Zone,haftom health post region:tigray zone:North Western ZHD,confirmed
1022261,kicho health post,south west ethiopia,PHaxm93Sb0d,kicho health post,south west ethiopia,0.8833109140396118,kicho health post woreda:Gesha Woreda region:south west ethiopia zone:Kaffa Zone,kicho health post region:south west ethiopia zone:Kaffa ZHD,confirmed
1022344,regasis health post,oromia,i3T37eyb8ZO,regasis health post,oromia,0.8568449020385742,regasis health post woreda:Tulo region:oromia zone:West Hararge Zone,regasis health post region:oromia zone:West Hararge ZHD,confirmed
1022542,dembel didila health post,oromia,WUOpIjyW9J4,dembel dilidila health post,oromia,0.856194257736206,dembel didila health post woreda:Goro region:oromia zone:South West Shewa,dembel dilidila health post region:oromia zone:South West Shewa  ZHD,confirmed
1023271,kilma health post,tigray,Q1hHZCegJhP,kilma health post,tigray,0.8726037740707397,kilma health post woreda:Bora Woreda region:tigray zone:Southern Zone,kilma health post region:tigray zone:Southern ZHD,confirmed
1023297,mechemena degano health post,oromia,tSVGnyA6SHl,mechemena degano health post,oromia,0.8797745108604431,mechemena degano health post woreda:Goba region:oromia zone:Bale Zone,mechemena degano health post region:oromia zone:Bale ZHD,confirmed
1023405,medi jalala health post,oromia,DwABsGVZe9g,medi jalala health post,oromia,0.8853626251220703,medi jalala health post woreda:Girawa region:oromia zone:East Hararge Zone,medi jalala health post region:oromia zone:East Hararge ZHD,confirmed
1023931,haro wanchi health post,oromia,wzObVRYIRnK,haro wanchi health post,oromia,0.9098878502845764,haro wanchi health post woreda:Wonchi region:oromia zone:South West Shewa,haro wanchi health post region:oromia zone:South West Shewa  ZHD,confirmed
1023931,haro wanchi health post,oromia,csgLLD1Dsju,haro wonchi phcu,oromia,0.8261279463768005,haro wanchi health post woreda:Wonchi region:oromia zone:South West Shewa,haro wonchi phcu region:oromia zone:South West Shewa  ZHD,confirmed
1023985,mada gudina health post,oromia,El6tQxEDBOC,mada gudina health post,oromia,0.8589971661567688,mada gudina health post woreda:Holota Town region:oromia zone:Holeta Town,mada gudina health post region:oromia zone:Holota Town ZHD,confirmed
1024193,meti walga health post,oromia,qck23pBL5uL,meti walga health post,oromia,0.8760109543800354,meti walga health post woreda:Wonchi region:oromia zone:South West Shewa,meti walga health post region:oromia zone:South West Shewa  ZHD,confirmed
1024471,misira health post,oromia,xcGoY0VMeMI,misira health post,oromia,0.8624966740608215,misira health post woreda:Goba region:oromia zone:Bale Zone,misira health post region:oromia zone:Bale ZHD,confirmed
1024497,nano hecho health post,oromia,Nn9TP2xO318,nano hecho health post,oromia,0.8559229969978333,nano hecho health post woreda:Guna region:oromia zone:Arsi zone,nano hecho health post region:oromia zone:Arsi ZHD,confirmed
1024579,mojo baledi health post,oromia,zzqw76R08N8,mojo baledi health post,oromia,0.8816310167312622,mojo baledi health post woreda:Girawa region:oromia zone:East Hararge Zone,mojo baledi health post region:oromia zone:East Hararge ZHD,confirmed
1024585,mojo tesmo health post,oromia,IWCaMtnF6Yi,mojo tesmo health post,oromia,0.8759394884109497,mojo tesmo health post woreda:Girawa region:oromia zone:East Hararge Zone,mojo tesmo health post region:oromia zone:East Hararge ZHD,confirmed
1024588,moke borko health post,oromia,a6gxPZ4zTDg,moke borko health post,oromia,0.8745697736740112,moke borko health post woreda:Kofele region:oromia zone:West Arsi Zone,moke borko health post region:oromia zone:West Arsi ZHD,confirmed
1024631,moti kao health post,oromia,DS7lq4fVIiI,moti kao health post,oromia,0.8777568340301514,moti kao health post woreda:Hababo Guduru region:oromia zone:Horo Gudru Wellega Zone,moti kao health post region:oromia zone:Horo Gudru Wellega  ZHD,confirmed
1024637,motuma kan kegna health post,oromia,M2jsKPeYmes,motuma kan kegna health post,oromia,0.8794190883636475,motuma kan kegna health post woreda:Hababo Guduru region:oromia zone:Horo Gudru Wellega Zone,motuma kan kegna health post region:oromia zone:Horo Gudru Wellega  ZHD,confirmed
1024657,mudenajiru belena health post,oromia,KOwSgF4bjgH,mudenajiru belena health post,oromia,0.8881098031997681,mudenajiru belena health post woreda:Girawa region:oromia zone:East Hararge Zone,mudenajiru belena health post region:oromia zone:East Hararge ZHD,confirmed
1024713,muleta health post,oromia,d2kwSaWkTVC,muleta health post,oromia,0.8625442385673523,muleta health post woreda:Jarso region:oromia zone:East Hararge Zone,muleta health post region:oromia zone:East Hararge ZHD,confirmed
1024770,sobo chancho health post,oromia,X1Mv72B64DC,sobo chancho health post,oromia,0.8973610401153564,sobo chancho health post woreda:Tole region:oromia zone:South West Shewa,sobo chancho health post region:oromia zone:South West Shewa  ZHD,confirmed
1024820,nago bolo health post,oromia,aUB6eYq6O63,nago bolo health post,oromia,0.8798048496246338,nago bolo health post woreda:Kofele region:oromia zone:West Arsi Zone,nago bolo health post region:oromia zone:West Arsi ZHD,confirmed
1025033,oda jenata health post,oromia,aZliSIFVOdl,oda genata health post,oromia,0.845400869846344,oda jenata health post woreda:Girawa region:oromia zone:East Hararge Zone,oda genata health post region:oromia zone:East Hararge ZHD,confirmed
1025042,oda harba health post,oromia,EgKoH6jx2uR,oda harba health post,oromia,0.8938824534416199,oda harba health post woreda:Borecha region:oromia zone:Buno Bedele Zone,oda harba health post region:oromia zone:Buno Bedele ZHD,confirmed
1025073,oda muda health post,oromia,iKoPTCnW1bg,oda muda health post,oromia,0.8664970397949219,oda muda health post woreda:Jarso region:oromia zone:East Hararge Zone,oda muda health post region:oromia zone:East Hararge ZHD,confirmed
1025098,odo adami health post,oromia,qubZ2NYP1VP,odo adami health post,oromia,0.864112138748169,odo adami health post woreda:Gomma region:oromia zone:Jimma Zone,odo adami health post region:oromia zone:Jimma ZHD,confirmed
1025165,oma funtule health post,oromia,yNj08FdSSmY,oma funtule health post,oromia,0.8603528141975403,oma funtule health post woreda:Gomma region:oromia zone:Jimma Zone,oma funtule health post region:oromia zone:Jimma ZHD,confirmed
1025173,omo beko health post,oromia,PoHG1Xy2YTa,omo gobu health post,oromia,0.8855683207511902,omo beko health post woreda:Gomma region:oromia zone:Jimma Zone,omo gobu health post region:oromia zone:Jimma ZHD,confirmed
1025173,omo beko health post,oromia,YukNYZE7yDQ,omo beko health post,oromia,0.8752240538597107,omo beko health post woreda:Gomma region:oromia zone:Jimma Zone,omo beko health post region:oromia zone:Jimma ZHD,confirmed
1025177,omo gobu health post,oromia,PoHG1Xy2YTa,omo gobu health post,oromia,0.8901107907295227,omo gobu health post woreda:Gomma region:oromia zone:Jimma Zone,omo gobu health post region:oromia zone:Jimma ZHD,confirmed
1025177,omo gobu health post,oromia,YukNYZE7yDQ,omo beko health post,oromia,0.8402102589607239,omo gobu health post woreda:Gomma region:oromia zone:Jimma Zone,omo beko health post region:oromia zone:Jimma ZHD,confirmed
1025380,rasa genata health post,oromia,x39avzkAdUe,rasa negeya health post,oromia,0.8604966998100281,rasa genata health post woreda:Girawa region:oromia zone:East Hararge Zone,rasa negeya health post region:oromia zone:East Hararge ZHD,confirmed
1025380,rasa genata health post,oromia,C0dOjxwOXAV,rasa genata health post,oromia,0.8964287042617798,rasa genata health post woreda:Girawa region:oromia zone:East Hararge Zone,rasa genata health post region:oromia zone:East Hararge ZHD,confirmed
1025385,rasa negeya health post,oromia,x39avzkAdUe,rasa negeya health post,oromia,0.8902838826179504,rasa negeya health post woreda:Girawa region:oromia zone:East Hararge Zone,rasa negeya health post region:oromia zone:East Hararge ZHD,confirmed
1025385,rasa negeya health post,oromia,C0dOjxwOXAV,rasa genata health post,oromia,0.8449557423591614,rasa negeya health post woreda:Girawa region:oromia zone:East Hararge Zone,rasa genata health post region:oromia zone:East Hararge ZHD,confirmed
1025401,reftokotane hamile health post,oromia,DJay7a7Wuec,refto kotan hamile health post,oromia,0.8163539171218872,reftokotane hamile health post woreda:Hababo Guduru region:oromia zone:Horo Gudru Wellega Zone,refto kotan hamile health post region:oromia zone:Horo Gudru Wellega  ZHD,confirmed
1025403,refu toko tane itacha health post,oromia,SYrb41XxALx,refu tokko tane itacha health post,oromia,0.9143917560577393,refu toko tane itacha health post woreda:Guduru region:oromia zone:Horo Gudru Wellega Zone,refu tokko tane itacha health post region:oromia zone:Horo Gudru Wellega  ZHD,confirmed
1025403,refu toko tane itacha health post,oromia,SOy9tjvO1V6,refu tokko tane watiyo health post,oromia,0.8782156109809875,refu toko tane itacha health post woreda:Guduru region:oromia zone:Horo Gudru Wellega Zone,refu tokko tane watiyo health post region:oromia zone:Horo Gudru Wellega  ZHD,confirmed
1025404,refu tokko tane watiyo health post,oromia,SYrb41XxALx,refu tokko tane itacha health post,oromia,0.8903688788414001,refu tokko tane watiyo health post woreda:Guduru region:oromia zone:Horo Gudru Wellega Zone,refu tokko tane itacha health post region:oromia zone:Horo Gudru Wellega  ZHD,confirmed
1025404,refu tokko tane watiyo health post,oromia,SOy9tjvO1V6,refu tokko tane watiyo health post,oromia,0.9131066203117371,refu tokko tane watiyo health post woreda:Guduru region:oromia zone:Horo Gudru Wellega Zone,refu tokko tane watiyo health post region:oromia zone:Horo Gudru Wellega  ZHD,confirmed
1025455,robe ashoka health post,oromia,UAjPJhqtXjY,robe ashoka health post,oromia,0.8801943063735962,robe ashoka health post woreda:Kofele region:oromia zone:West Arsi Zone,robe ashoka health post region:oromia zone:West Arsi ZHD,confirmed
1025455,robe ashoka health post,oromia,vINbz32go1y,robe ashoka phcu,oromia,0.8236207962036133,robe ashoka health post woreda:Kofele region:oromia zone:West Arsi Zone,robe ashoka phcu region:oromia zone:West Arsi ZHD,confirmed
