mfr_id,mfr_name,mfr_region,dhis2_id,dhis2_name,dhis2_region,linktransformer_score,text_a,text_b,match_type
1044607,pire health post,benishangul gumuz,zyBlVj1pjvb,pire health post,benishangul gumuz,0.8388282060623169,pire health post woreda:Wembera Woreda region:benishangul gumuz zone:Metekel Zone,pire health post region:benishangul gumuz zone:Metekel ZHD,confirmed
1044789,yirgalem drug store,sidama,IxMPhAcBCy7,yirgalem preason clinic,sidama,0.8054875135421753,yirgalem drug store woreda:Yirgalem Town Administration region:sidama zone:Central Sidama Zone,yirgalem preason clinic region:sidama zone:Yirgalem Town Administration WorHO,confirmed
1045036,darara health center,sidama,PYkCsm2MvHP,derara health center,sidama,0.8518382906913757,darara health center woreda:Darara Woreda region:sidama zone:Central Sidama Zone,derara health center region:sidama zone:Darara WorHO,confirmed
1045054,beteseb primary clinic,sidama,Vs0bTf3uPTG,beteseb clinic,sidama,0.8229369521141052,beteseb primary clinic woreda:Darara Woreda region:sidama zone:Central Sidama Zone,beteseb clinic region:sidama zone:Aleta Chuko Town WorHO,confirmed
1045054,beteseb primary clinic,sidama,lFYdDUSbSti,beteseb clinic,sidama,0.8158512115478516,beteseb primary clinic woreda:Darara Woreda region:sidama zone:Central Sidama Zone,beteseb clinic region:sidama zone:Shebedino WorHO,confirmed
1045061,elishaday primary clinic,sidama,tqD0EaSV8Vr,elishaday clinic,sidama,0.8021227121353149,elishaday primary clinic woreda:Darara Woreda region:sidama zone:Central Sidama Zone,elishaday clinic region:sidama zone:Daye Town Administration WorHO,confirmed
1045082,yaye primary clinic,sidama,SwvYjwAs1jB,yaye primary hospital phcu,sidama,0.868812084197998,yaye primary clinic woreda:Arbegona Woreda region:sidama zone:Central Sidama Zone,yaye primary hospital phcu region:sidama zone:Arbegona WorHO,confirmed
1045323,kechi tuta health post,south west ethiopia,TxzbSojUA9v,kechi tuta health post,south west ethiopia,0.928558349609375,kechi tuta health post woreda:Kechi Woreda region:south west ethiopia zone:Dawro Zone,kechi tuta health post region:south west ethiopia zone:Dawro ZHD,confirmed
1045334,muga health post,south west ethiopia,uvAn1owzHJg,muga health post,south west ethiopia,0.8755820393562317,muga health post woreda:Kechi Woreda region:south west ethiopia zone:Dawro Zone,muga health post region:south west ethiopia zone:Dawro ZHD,confirmed
1045956,angela dube health post,south west ethiopia,xMvZHExEq37,angelaidiget health post,south west ethiopia,0.8823395371437073,angela dube health post woreda:Zaba Gazo Woreda region:south west ethiopia zone:Dawro Zone,angelaidiget health post region:south west ethiopia zone:Dawro ZHD,confirmed
1045956,angela dube health post,south west ethiopia,Adi7mpqR4fB,anigela dube health post,south west ethiopia,0.8614120483398438,angela dube health post woreda:Zaba Gazo Woreda region:south west ethiopia zone:Dawro Zone,anigela dube health post region:south west ethiopia zone:Dawro ZHD,confirmed
1047860,arsemawit medium clinic,oromia,sIXMJxDSOY0,arsemawi medium clinic,oromia,0.8277256488800049,arsemawit medium clinic woreda:Mana Abicha Sub-City region:oromia zone:Sheger City,arsemawi medium clinic region:oromia zone:SHEGER CITY Health Office,confirmed
1048317,gada medium clinic,oromia,ARmDiCgHFLs,gadaa medium clinic,oromia,0.8260637521743774,gada medium clinic woreda:Meki Town region:oromia zone:East Shewa Zone,gadaa medium clinic region:oromia zone:East Bale ZHD,confirmed
1048384,wanofi primary clinic,oromia,xqiYUXSiZ6y,wanofi primary clinic,oromia,0.8520832061767578,wanofi primary clinic woreda:Bule Hora Town region:oromia zone:Bule Hora Town,wanofi primary clinic region:oromia zone:Kelem Wellega  ZHD,confirmed
1048396,zerihun primary clinic,oromia,DdPHGnV55k2,zarihun primary clinic,oromia,0.8267354965209961,zerihun primary clinic woreda:Ayira region:oromia zone:West Wollega Zone,zarihun primary clinic region:oromia zone:West Wellega  ZHD,confirmed
1048405,yonas primary clinic,oromia,VivBrffLOBb,yonase primary clinic,oromia,0.8371151089668274,yonas primary clinic woreda:Ayira region:oromia zone:West Wollega Zone,yonase primary clinic region:oromia zone:East Hararge ZHD,confirmed
1048418,biftu primary clinic,oromia,RTpEBBwg7n7,biftuu primary clinic,oromia,0.8562883734703064,biftu primary clinic woreda:Kurfa Chale region:oromia zone:East Hararge Zone,biftuu primary clinic region:oromia zone:East Hararge ZHD,confirmed
1048418,biftu primary clinic,oromia,ONo5bd3EAbs,biftu primary clinic,oromia,0.8169079422950745,biftu primary clinic woreda:Kurfa Chale region:oromia zone:East Hararge Zone,biftu primary clinic region:oromia zone:West Arsi ZHD,confirmed
1048428,babo health post,oromia,TsFjzgwHqHr,babo 01 health post,oromia,0.8258719444274902,babo health post woreda:Babo Gembel region:oromia zone:West Wollega Zone,babo 01 health post region:oromia zone:West Wellega  ZHD,confirmed
1048428,babo health post,oromia,n4O0h8Egwos,babo 02 health post,oromia,0.8366262912750244,babo health post woreda:Babo Gembel region:oromia zone:West Wollega Zone,babo 02 health post region:oromia zone:West Wellega  ZHD,confirmed
1048444,selam primary clinic,oromia,RNIwrbsjXnX,selam primary clinic,oromia,0.825811505317688,selam primary clinic woreda:Agaro Town region:oromia zone:Agaro Towm,selam primary clinic region:oromia zone:Arsi ZHD,confirmed
1048444,selam primary clinic,oromia,eFb1sS6DK8j,selam primary clinic,oromia,0.8204525113105774,selam primary clinic woreda:Agaro Town region:oromia zone:Agaro Towm,selam primary clinic region:oromia zone:Jimma ZHD,confirmed
1048444,selam primary clinic,oromia,yxgRJUE38OV,selam primary clinic,oromia,0.8358229994773865,selam primary clinic woreda:Agaro Town region:oromia zone:Agaro Towm,selam primary clinic region:oromia zone:Mojo Town ZHD,confirmed
1048444,selam primary clinic,oromia,zXOWAROV3xI,selam primary clinic,oromia,0.8304061889648438,selam primary clinic woreda:Agaro Town region:oromia zone:Agaro Towm,selam primary clinic region:oromia zone:North Shewa  ZHD,confirmed
1048480,kenya medium clinic,oromia,AA3v8vWCcwp,kenya medium clinic,oromia,0.8219377398490906,kenya medium clinic woreda:Agaro Town region:oromia zone:Agaro Towm,kenya medium clinic region:oromia zone:SHEGER CITY Health Office,confirmed
1048485,universal medium clinic,oromia,rMchClWhywN,universal medium clinic,oromia,0.8205386400222778,universal medium clinic woreda:Agaro Town region:oromia zone:Agaro Towm,universal medium clinic region:oromia zone:Asalla town ZHD,confirmed
1048524,shombo baida health post,oromia,VgPxLBA4FB1,shombo baida health post,oromia,0.8672711253166199,shombo baida health post woreda:Begi region:oromia zone:West Wollega Zone,shombo baida health post region:oromia zone:West Wellega  ZHD,confirmed
1048528,shanta goba health post,oromia,LIxHROdDPZp,shanta goba health post,oromia,0.8630768656730652,shanta goba health post woreda:Begi region:oromia zone:West Wollega Zone,shanta goba health post region:oromia zone:West Wellega  ZHD,confirmed
1048531,shigogo farmakisi health post,oromia,Ki63jsnM0GN,shigogo farmakisi health post,oromia,0.8558541536331177,shigogo farmakisi health post woreda:Begi region:oromia zone:West Wollega Zone,shigogo farmakisi health post region:oromia zone:West Wellega  ZHD,confirmed
1048558,abdurahim medium clinic,oromia,t2FzD7IkTl2,abdurehim medium clinic,oromia,0.8462097644805908,abdurahim medium clinic woreda:Gedeb Hasasa region:oromia zone:West Arsi Zone,abdurehim medium clinic region:oromia zone:West Arsi ZHD,confirmed
1048567,abo mana jarte health post,oromia,WSZ7phC6QK8,abo mena jarte health post,oromia,0.8277085423469543,abo mana jarte health post woreda:Boji Choqorsa region:oromia zone:West Wollega Zone,abo mena jarte health post region:oromia zone:West Wellega  ZHD,confirmed
1048626,abdi bori primary clinic,oromia,lEXvArQdOeK,abdi boru primary clinic,oromia,0.8030666708946228,abdi bori primary clinic woreda:Boji Choqorsa region:oromia zone:West Wollega Zone,abdi boru primary clinic region:oromia zone:East Hararge ZHD,confirmed
1048626,abdi bori primary clinic,oromia,zG8PEJvi3fg,abdi bori primary clinic,oromia,0.8065208792686462,abdi bori primary clinic woreda:Boji Choqorsa region:oromia zone:West Wollega Zone,abdi bori primary clinic region:oromia zone:Kelem Wellega  ZHD,confirmed
1048626,abdi bori primary clinic,oromia,le985Djz8ZH,abdi boru lower primary clinic,oromia,0.8325263857841492,abdi bori primary clinic woreda:Boji Choqorsa region:oromia zone:West Wollega Zone,abdi boru lower primary clinic region:oromia zone:West Hararge ZHD,confirmed
1048626,abdi bori primary clinic,oromia,f9dRHxYDzjk,abdi bori primary clinic,oromia,0.8553984761238098,abdi bori primary clinic woreda:Boji Choqorsa region:oromia zone:West Wollega Zone,abdi bori primary clinic region:oromia zone:West Wellega  ZHD,confirmed
1048634,olit primary clinic,oromia,PwCU6UJpWNw,olit 02 primary clinic,oromia,0.8299436569213867,olit primary clinic woreda:Dambi Dollo region:oromia zone:Kelem Wollega Zone,olit 02 primary clinic region:oromia zone:Kelem Wellega  ZHD,confirmed
1048657,kiya primary clinic,oromia,tWqCjSB329S,kiyya primary clinic,oromia,0.8135902881622314,kiya primary clinic woreda:Dedo region:oromia zone:Jimma Zone,kiyya primary clinic region:oromia zone:East Hararge ZHD,confirmed
1048698,alaku kayisa primary clinic,oromia,dLgXLEKnfc2,alaku katholic primary clinic,oromia,0.8178622126579285,alaku kayisa primary clinic woreda:Seyo region:oromia zone:Kelem Wollega Zone,alaku katholic primary clinic region:oromia zone:Kelem Wellega  ZHD,confirmed
1048700,minjo imbiraro health post,oromia,VTyU7r9gvpQ,minjo imbiraro health post,oromia,0.8597498536109924,minjo imbiraro health post woreda:Ganji region:oromia zone:West Wollega Zone,minjo imbiraro health post region:oromia zone:West Wellega  ZHD,confirmed
1048738,abay primary clinic,gambella,DgsB8xzZA8G,abay primary clinic,gambella,0.8682928681373596,abay primary clinic woreda:Godere region:gambella zone:Majang Zone,abay primary clinic region:gambella zone:Majang ZHD,confirmed
1048813,kegna olit primary clinic,oromia,Ci5duKNkvyk,kegna oliti primary clinic,oromia,0.8504871129989624,kegna olit primary clinic woreda:Seyo region:oromia zone:Kelem Wollega Zone,kegna oliti primary clinic region:oromia zone:Kelem Wellega  ZHD,confirmed
1048817,abdi keen primary clinic,oromia,dhuvRHPujds,abdi saba primary clinic,oromia,0.8010897040367126,abdi keen primary clinic woreda:Dale Sadi region:oromia zone:Kelem Wollega Zone,abdi saba primary clinic region:oromia zone:Kelem Wellega  ZHD,confirmed
1048888,mati primary clinic,oromia,bwsw3wjk5IE,mati primary clinic,oromia,0.8031964302062988,mati primary clinic woreda:Anfilo region:oromia zone:Kelem Wollega Zone,mati primary clinic region:oromia zone:Buno Bedele ZHD,confirmed
1048888,mati primary clinic,oromia,HsrZ43AxI77,mati primary clinic,oromia,0.8089502453804016,mati primary clinic woreda:Anfilo region:oromia zone:Kelem Wollega Zone,mati primary clinic region:oromia zone:East Hararge ZHD,confirmed
1048888,mati primary clinic,oromia,L9i6hcK9a4O,mati primary clinic,oromia,0.8012112975120544,mati primary clinic woreda:Anfilo region:oromia zone:Kelem Wollega Zone,mati primary clinic region:oromia zone:Guji ZHD,confirmed
1048888,mati primary clinic,oromia,MCtyqPjUWwx,mati primary clinic,oromia,0.807572066783905,mati primary clinic woreda:Anfilo region:oromia zone:Kelem Wollega Zone,mati primary clinic region:oromia zone:Horo Gudru Wellega  ZHD,confirmed
1048888,mati primary clinic,oromia,jrym7kDfyzL,mati primary clinic,oromia,0.801710844039917,mati primary clinic woreda:Anfilo region:oromia zone:Kelem Wollega Zone,mati primary clinic region:oromia zone:Ilu Aba Bora ZHD,confirmed
1048888,mati primary clinic,oromia,mWm8ENeiOqK,mati primary clinic,oromia,0.8406982421875,mati primary clinic woreda:Anfilo region:oromia zone:Kelem Wollega Zone,mati primary clinic region:oromia zone:Kelem Wellega  ZHD,confirmed
1048888,mati primary clinic,oromia,GR7gu8kC1hU,mati primary clinic,oromia,0.8093717694282532,mati primary clinic woreda:Anfilo region:oromia zone:Kelem Wollega Zone,mati primary clinic region:oromia zone:West Arsi ZHD,confirmed
1048888,mati primary clinic,oromia,rSfVwYxkr2i,mati primary clinic,oromia,0.8093717694282532,mati primary clinic woreda:Anfilo region:oromia zone:Kelem Wollega Zone,mati primary clinic region:oromia zone:West Arsi ZHD,confirmed
1048888,mati primary clinic,oromia,xwrKgxLHnVN,mati primary clinic,oromia,0.8091331124305725,mati primary clinic woreda:Anfilo region:oromia zone:Kelem Wollega Zone,mati primary clinic region:oromia zone:West Shewa  ZHD,confirmed
1048946,abenezer primary clinic 123,oromia,RFt3OPm6TUL,abenezer primary clinic,oromia,0.807246208190918,abenezer primary clinic 123 woreda:Anfilo region:oromia zone:Kelem Wollega Zone,abenezer primary clinic region:oromia zone:Kelem Wellega  ZHD,confirmed
1049037,nebar komoshiga health center,benishangul gumuz,drCu4N1Oxu0,nebarkomshiga health center,benishangul gumuz,0.8230664134025574,nebar komoshiga health center woreda:Abrahamo Woreda region:benishangul gumuz zone:Assosa Zone,nebarkomshiga health center region:benishangul gumuz zone:Assosa ZHD,confirmed
1049114,ateto selega health post,benishangul gumuz,fbFJg1OszTm,ateto selga health post,benishangul gumuz,0.870027482509613,ateto selega health post woreda:Assosa Town region:benishangul gumuz zone:Assosa Town Administration,ateto selga health post region:benishangul gumuz zone:Assosa ZHD,confirmed
1049327,kebebush optomety medium clinic,benishangul gumuz,WBDXABv6kyp,kebebush ortometri medium clinic,benishangul gumuz,0.8843467235565186,kebebush optomety medium clinic woreda:Assosa Town region:benishangul gumuz zone:Assosa Town Administration,kebebush ortometri medium clinic region:benishangul gumuz zone:Asosa Town  ZHD,confirmed
1049371,rodas primary clinic,benishangul gumuz,JAN4ZVhDd1r,rodis primary clinic,benishangul gumuz,0.8574442863464355,rodas primary clinic woreda:Guba Woreda region:benishangul gumuz zone:Metekel Zone,rodis primary clinic region:benishangul gumuz zone:Metekel ZHD,confirmed
1049412,beteseb medium clinic,oromia,FL1ivRfIf2H,beteseba getachewu primary clinic,oromia,0.8013871908187866,beteseb medium clinic woreda:Kersa region:oromia zone:Jimma Zone,beteseba getachewu primary clinic region:oromia zone:Jimma ZHD,confirmed
1049412,beteseb medium clinic,oromia,A6Mx6SLGEnV,beteseb primary clinic,oromia,0.8207486271858215,beteseb medium clinic woreda:Kersa region:oromia zone:Jimma Zone,beteseb primary clinic region:oromia zone:Jimma ZHD,confirmed
1049413,fikadeigzihaber primary clinic,oromia,onDfl27XYDr,fikade egzabiher primary clinic,oromia,0.8534438014030457,fikadeigzihaber primary clinic woreda:Kersa region:oromia zone:Jimma Zone,fikade egzabiher primary clinic region:oromia zone:Jimma ZHD,confirmed
1049437,biftu primary clinic,oromia,qRzd1BUt9jZ,biftu primary clinic,oromia,0.8097038269042969,biftu primary clinic woreda:Limu Seka region:oromia zone:Jimma Zone,biftu primary clinic region:oromia zone:Arsi ZHD,confirmed
1049437,biftu primary clinic,oromia,RTpEBBwg7n7,biftuu primary clinic,oromia,0.8202452063560486,biftu primary clinic woreda:Limu Seka region:oromia zone:Jimma Zone,biftuu primary clinic region:oromia zone:East Hararge ZHD,confirmed
1049437,biftu primary clinic,oromia,ONo5bd3EAbs,biftu primary clinic,oromia,0.8156134486198425,biftu primary clinic woreda:Limu Seka region:oromia zone:Jimma Zone,biftu primary clinic region:oromia zone:West Arsi ZHD,confirmed
1049439,elshaday primary clinic,oromia,Iooluo6ORYT,elshaday primary clinic,oromia,0.8227391242980957,elshaday primary clinic woreda:Limu Seka region:oromia zone:Jimma Zone,elshaday primary clinic region:oromia zone:Ilu Aba Bora ZHD,confirmed
1049442,bontu primary clinic,oromia,ut6T6HVhZok,bontu primary clinic,oromia,0.8531052470207214,bontu primary clinic woreda:Limu Seka region:oromia zone:Jimma Zone,bontu primary clinic region:oromia zone:Jimma ZHD,confirmed
1049448,begna primary clinic,oromia,Xqj93mGkBrl,begna primary clinic,oromia,0.8390741944313049,begna primary clinic woreda:Mana region:oromia zone:Jimma Zone,begna primary clinic region:oromia zone:West Wellega  ZHD,confirmed
1049451,haro primary clinic,oromia,A1EpzCyhgRv,haro primary clinic,oromia,0.8205992579460144,haro primary clinic woreda:Mana region:oromia zone:Jimma Zone,haro primary clinic region:oromia zone:Horo Gudru Wellega  ZHD,confirmed
1049454,kegna primary clinic,oromia,FMQ1TM1BBqq,kegna primary clinic,oromia,0.8224643468856812,kegna primary clinic woreda:Mana region:oromia zone:Jimma Zone,kegna primary clinic region:oromia zone:Ilu Aba Bora ZHD,confirmed
1049454,kegna primary clinic,oromia,Ci5duKNkvyk,kegna oliti primary clinic,oromia,0.8051546216011047,kegna primary clinic woreda:Mana region:oromia zone:Jimma Zone,kegna oliti primary clinic region:oromia zone:Kelem Wellega  ZHD,confirmed
1049481,bilile primary clinic,oromia,R2K91z0EcBX,bilile primary clinic,oromia,0.8449380993843079,bilile primary clinic woreda:Seka Chekorsa region:oromia zone:Jimma Zone,bilile primary clinic region:oromia zone:Jimma ZHD,confirmed
1049503,rebira primary clinic,oromia,MoB2qvALxQt,rebira primary clinic,oromia,0.80128014087677,rebira primary clinic woreda:Nedhi Gibe region:oromia zone:Jimma Zone,rebira primary clinic region:oromia zone:Holota Town ZHD,confirmed
1049503,rebira primary clinic,oromia,YsSp8KqVz9y,rabira primary clinic,oromia,0.8197636604309082,rebira primary clinic woreda:Nedhi Gibe region:oromia zone:Jimma Zone,rabira primary clinic region:oromia zone:Jimma ZHD,confirmed
1049503,rebira primary clinic,oromia,d1jsgWJcWHw,rebira primary clinic,oromia,0.8514898419380188,rebira primary clinic woreda:Nedhi Gibe region:oromia zone:Jimma Zone,rebira primary clinic region:oromia zone:Jimma ZHD,confirmed
1049503,rebira primary clinic,oromia,JWp09ttPPBY,rebira primary clinic,oromia,0.8186267018318176,rebira primary clinic woreda:Nedhi Gibe region:oromia zone:Jimma Zone,rebira primary clinic region:oromia zone:West Shewa  ZHD,confirmed
1049516,gonka ija health post,oromia,oHRI6iOaOPQ,gonka ija health post,oromia,0.8579736351966858,gonka ija health post woreda:Gudeya Bila region:oromia zone:East Wollega Zone,gonka ija health post region:oromia zone:East Wellega ZHD,confirmed
1049540,hayu medium clinic,oromia,khoad7mmgq7,hayu medium clinic,oromia,0.8568241596221924,hayu medium clinic woreda:Guliso region:oromia zone:West Wollega Zone,hayu medium clinic region:oromia zone:West Wellega  ZHD,confirmed
1049544,ketim medium clinic,oromia,FmVFhqPrh4Y,ketim medium clinic,oromia,0.8601686358451843,ketim medium clinic woreda:Nejo Town region:oromia zone:Nejo Town,ketim medium clinic region:oromia zone:West Wellega  ZHD,confirmed
1049552,rehobot primary clinic,oromia,krnzYQLn19w,rehobot primary clinic,oromia,0.820960283279419,rehobot primary clinic woreda:Nedjo Rural region:oromia zone:West Wollega Zone,rehobot primary clinic region:oromia zone:West Guji ZHD,confirmed
1049552,rehobot primary clinic,oromia,VuNYZwmJrSe,rehobot primary clinic,oromia,0.8192123770713806,rehobot primary clinic woreda:Nedjo Rural region:oromia zone:West Wollega Zone,rehobot primary clinic region:oromia zone:West Wellega  ZHD,confirmed
1049552,rehobot primary clinic,oromia,usB83XvZfui,rehobot primary clinic,oromia,0.8192124962806702,rehobot primary clinic woreda:Nedjo Rural region:oromia zone:West Wollega Zone,rehobot primary clinic region:oromia zone:West Wellega  ZHD,confirmed
1049553,amuma yambel primary clinic,oromia,rZOlGGMZJse,amuma yambal primary clinic,oromia,0.8246660232543945,amuma yambel primary clinic woreda:Nedjo Rural region:oromia zone:West Wollega Zone,amuma yambal primary clinic region:oromia zone:West Wellega  ZHD,confirmed
1049554,walin primary clinic,oromia,RyMdtKnZfFj,walin primary clinic,oromia,0.8220797181129456,walin primary clinic woreda:Nedjo Rural region:oromia zone:West Wollega Zone,walin primary clinic region:oromia zone:West Wellega  ZHD,confirmed
1049651,abdi saba primary clinic,oromia,dhuvRHPujds,abdi saba primary clinic,oromia,0.8448092341423035,abdi saba primary clinic woreda:Hawa Gelan region:oromia zone:Kelem Wollega Zone,abdi saba primary clinic region:oromia zone:Kelem Wellega  ZHD,confirmed
1049662,faya ofi primary clinic,oromia,ceULW6IFxVU,faya ofi medium clinic,oromia,0.8230815529823303,faya ofi primary clinic woreda:Gidami region:oromia zone:Kelem Wollega Zone,faya ofi medium clinic region:oromia zone:Kelem Wellega  ZHD,confirmed
1049666,abdi bori primary clinic,oromia,riN0WkhaVoM,abdi boru primary clinic,oromia,0.8008649349212646,abdi bori primary clinic woreda:Gidami region:oromia zone:Kelem Wollega Zone,abdi boru primary clinic region:oromia zone:Arsi ZHD,confirmed
1049666,abdi bori primary clinic,oromia,Zkt42xCRafL,abdi boru primary clinic,oromia,0.8008649349212646,abdi bori primary clinic woreda:Gidami region:oromia zone:Kelem Wollega Zone,abdi boru primary clinic region:oromia zone:Arsi ZHD,confirmed
1049666,abdi bori primary clinic,oromia,XvDyvVlXfVL,abdi boru primary clinic,oromia,0.8008649349212646,abdi bori primary clinic woreda:Gidami region:oromia zone:Kelem Wollega Zone,abdi boru primary clinic region:oromia zone:Arsi ZHD,confirmed
1049666,abdi bori primary clinic,oromia,lEXvArQdOeK,abdi boru primary clinic,oromia,0.8044285178184509,abdi bori primary clinic woreda:Gidami region:oromia zone:Kelem Wollega Zone,abdi boru primary clinic region:oromia zone:East Hararge ZHD,confirmed
1049666,abdi bori primary clinic,oromia,zG8PEJvi3fg,abdi bori primary clinic,oromia,0.8589889407157898,abdi bori primary clinic woreda:Gidami region:oromia zone:Kelem Wollega Zone,abdi bori primary clinic region:oromia zone:Kelem Wellega  ZHD,confirmed
1049666,abdi bori primary clinic,oromia,f9dRHxYDzjk,abdi bori primary clinic,oromia,0.8285923600196838,abdi bori primary clinic woreda:Gidami region:oromia zone:Kelem Wollega Zone,abdi bori primary clinic region:oromia zone:West Wellega  ZHD,confirmed
1049702,bikila primary clinic,oromia,lv0chaETOxh,bikila primary clinic,oromia,0.8164878487586975,bikila primary clinic woreda:Gudeya Bila region:oromia zone:East Wollega Zone,bikila primary clinic region:oromia zone:Arsi ZHD,confirmed
1049721,mati primary clinic,oromia,HsrZ43AxI77,mati primary clinic,oromia,0.8090537786483765,mati primary clinic woreda:Sibu Sire region:oromia zone:East Wollega Zone,mati primary clinic region:oromia zone:East Hararge ZHD,confirmed
1049739,lalisa primary clinic,oromia,q5YJlCovlwz,lalise primary clinic,oromia,0.8242622017860413,lalisa primary clinic woreda:Guliso region:oromia zone:West Wollega Zone,lalise primary clinic region:oromia zone:West Arsi ZHD,confirmed
1049739,lalisa primary clinic,oromia,oof9Sw1eqXg,lalisa primary clinic,oromia,0.8599908947944641,lalisa primary clinic woreda:Guliso region:oromia zone:West Wollega Zone,lalisa primary clinic region:oromia zone:West Wellega  ZHD,confirmed
1049739,lalisa primary clinic,oromia,Q6lSsdFJ24M,lalisa medium clinic,oromia,0.8184854388237,lalisa primary clinic woreda:Guliso region:oromia zone:West Wollega Zone,lalisa medium clinic region:oromia zone:West Wellega  ZHD,confirmed
1049740,abdi bori primary clinic,oromia,riN0WkhaVoM,abdi boru primary clinic,oromia,0.8467620015144348,abdi bori primary clinic woreda:Nejo Town region:oromia zone:Nejo Town,abdi boru primary clinic region:oromia zone:Arsi ZHD,confirmed
1049740,abdi bori primary clinic,oromia,Zkt42xCRafL,abdi boru primary clinic,oromia,0.8467620015144348,abdi bori primary clinic woreda:Nejo Town region:oromia zone:Nejo Town,abdi boru primary clinic region:oromia zone:Arsi ZHD,confirmed
1049740,abdi bori primary clinic,oromia,XvDyvVlXfVL,abdi boru primary clinic,oromia,0.8467620015144348,abdi bori primary clinic woreda:Nejo Town region:oromia zone:Nejo Town,abdi boru primary clinic region:oromia zone:Arsi ZHD,confirmed
1049740,abdi bori primary clinic,oromia,lEXvArQdOeK,abdi boru primary clinic,oromia,0.8435305953025818,abdi bori primary clinic woreda:Nejo Town region:oromia zone:Nejo Town,abdi boru primary clinic region:oromia zone:East Hararge ZHD,confirmed
1049740,abdi bori primary clinic,oromia,ACZBpOi0ti5,abdi booru primary clinic,oromia,0.8269054889678955,abdi bori primary clinic woreda:Nejo Town region:oromia zone:Nejo Town,abdi booru primary clinic region:oromia zone:East Hararge ZHD,confirmed
1049740,abdi bori primary clinic,oromia,L1ds0TgUQdK,abdi primary clinic,oromia,0.8155280947685242,abdi bori primary clinic woreda:Nejo Town region:oromia zone:Nejo Town,abdi primary clinic region:oromia zone:East Wellega ZHD,confirmed
1049740,abdi bori primary clinic,oromia,XaQLCteqvtW,abdii primary clinic,oromia,0.8084338307380676,abdi bori primary clinic woreda:Nejo Town region:oromia zone:Nejo Town,abdii primary clinic region:oromia zone:East Wellega ZHD,confirmed
1049740,abdi bori primary clinic,oromia,mIzIvrevQPM,abdi boru small clinic,oromia,0.802015483379364,abdi bori primary clinic woreda:Nejo Town region:oromia zone:Nejo Town,abdi boru small clinic region:oromia zone:Guji ZHD,confirmed
1049740,abdi bori primary clinic,oromia,iaEFCRdXREM,abdi boru small clinic,oromia,0.802015483379364,abdi bori primary clinic woreda:Nejo Town region:oromia zone:Nejo Town,abdi boru small clinic region:oromia zone:Guji ZHD,confirmed
1049740,abdi bori primary clinic,oromia,Rv6KeSAQZw8,abdi boru small clinic,oromia,0.802015483379364,abdi bori primary clinic woreda:Nejo Town region:oromia zone:Nejo Town,abdi boru small clinic region:oromia zone:Guji ZHD,confirmed
1049740,abdi bori primary clinic,oromia,zG8PEJvi3fg,abdi bori primary clinic,oromia,0.8570483326911926,abdi bori primary clinic woreda:Nejo Town region:oromia zone:Nejo Town,abdi bori primary clinic region:oromia zone:Kelem Wellega  ZHD,confirmed
1049740,abdi bori primary clinic,oromia,S2G6N2YqwqC,abdi primary clinic,oromia,0.8206835389137268,abdi bori primary clinic woreda:Nejo Town region:oromia zone:Nejo Town,abdi primary clinic region:oromia zone:North Shewa  ZHD,confirmed
1049740,abdi bori primary clinic,oromia,le985Djz8ZH,abdi boru lower primary clinic,oromia,0.8278781175613403,abdi bori primary clinic woreda:Nejo Town region:oromia zone:Nejo Town,abdi boru lower primary clinic region:oromia zone:West Hararge ZHD,confirmed
1049740,abdi bori primary clinic,oromia,f9dRHxYDzjk,abdi bori primary clinic,oromia,0.8666394948959351,abdi bori primary clinic woreda:Nejo Town region:oromia zone:Nejo Town,abdi bori primary clinic region:oromia zone:West Wellega  ZHD,confirmed
1049740,abdi bori primary clinic,oromia,Ho9XnZwjZMT,abdi primary clinic,oromia,0.8183469176292419,abdi bori primary clinic woreda:Nejo Town region:oromia zone:Nejo Town,abdi primary clinic region:oromia zone:West Wellega  ZHD,confirmed
1049759,geda primary clinic,oromia,qkvQYWPl1Nu,geda primary clinic,oromia,0.8429128527641296,geda primary clinic woreda:Gida Ayana region:oromia zone:East Wollega Zone,geda primary clinic region:oromia zone:East Hararge ZHD,confirmed
1049759,geda primary clinic,oromia,IjkIQpPmpRH,geda primary clinic,oromia,0.8371487855911255,geda primary clinic woreda:Gida Ayana region:oromia zone:East Wollega Zone,geda primary clinic region:oromia zone:East Wellega ZHD,confirmed
1049775,chala primary clinic,oromia,BeRrqzc35gh,chala primary clinic,oromia,0.8070057034492493,chala primary clinic woreda:Gudeya Bila region:oromia zone:East Wollega Zone,chala primary clinic region:oromia zone:Bale ZHD,confirmed
1049793,bishoftu automotive medium clinic,oromia,COBKIim1hMN,bishoftu medium clinic,oromia,0.8122276067733765,bishoftu automotive medium clinic woreda:Dibayu Woreda region:oromia zone:Bishoftu Town,bishoftu medium clinic region:oromia zone:Bishoftu Town ZHD,confirmed
1049853,abdi wak primary clinic,oromia,dhuvRHPujds,abdi saba primary clinic,oromia,0.8297665119171143,abdi wak primary clinic woreda:Seyo region:oromia zone:Kelem Wollega Zone,abdi saba primary clinic region:oromia zone:Kelem Wellega  ZHD,confirmed
