mfr_id,mfr_name,mfr_region,dhis2_id,dhis2_name,dhis2_region,linktransformer_score,match_source
1027938,Wongesho Health Post,Oromia Region,btKV8vNhG6I,Wongesho Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1027944,Worabaye Health Post,Tigray Region,CymR4i8YBpu,Worabaye Health Post,Tigray Regional Health Bureau,1.0,existing_dhis2_id
1027945,Woransa Health Post,Oromia Region,xhmXAKkX102,Woransa Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1027949,Worebo Werqota Health Post,Oromia Region,xoe4kk7Kz1N,Worebo Werqota Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1027950,Woregu Health Post,Oromia Region,wAV5q1j9QDe,Worebu Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1027958,Worka Health Post,Oromia Region,fH508jAMsdK,Worka Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1027973,Worsecha Health Post,Oromia Region,mI0ZJrFjVPI,Worsecha Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1027981,Wotera Geter Health Post,Sidama Region,SE1UQq23TOo,Wotera Health Post,Sidama Regional Health Bureau,1.0,existing_dhis2_id
1027982,Wotero Dino Health post,Oromia Region,C2DaptY9ATQ,Wotero Dino Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028009,Woyo Kombolcha Health Post,Oromia Region,GKnMi9Xt5BF,Woyo Kombolcha Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028012,Wuchale Fato Health Post,Oromia Region,mCZgJOWsYhe,Wuchale Fato Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028046,Wusho Health Post,Central Ethiopia Region,fll3kAYJHUq,Wusho Health Post,SNNP Regional Health Bureau,1.0,existing_dhis2_id
1028050,Wutete Health Post,Oromia Region,zSWjGZ0xIlU,Wutete Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028068,Xiro Ilala Health Post,Oromia Region,JQuh8HZqs0O,Xiro Ilala Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028069,Xumi Bino Health Post,Oromia Region,NllWkhkh8Df,Xumi Bino Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028070,Yea Health Post,Oromia Region,o3t2oP1J5OH,Yaaa Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028071,Yabelo Health Post,Oromia Region,Yy11Glb2zqT,Yaabelloo Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028072,Yaba Cheka Health Post,Oromia Region,rwx5cCVSYv3,Yaba Cheka Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028073,Yabdo Bobasa Health Post,Oromia Region,UcHGQxXBx9S,Yabdo Bobasa Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028074,Yabdo Gojela Health Post,Oromia Region,RIKj01wmbNM,Yabdo Gojera Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028077,Yabela Health Post,Oromia Region,hbDmaTbwktK,Yabela Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028080,Yabeta Lencha Health Post,Oromia Region,RqyMwJuMIVq,Yabeta Lencha Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028081,Yabeta Selama Health Post,Oromia Region,MlyTfzKr5MQ,Yabeta Selama Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028082,Yabitu Haro Labatu Health Post,Oromia Region,hV9R2qIQhAk,Yabitu Haro Labatu Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028083,Yabitu Koba 01 Health Post,Oromia Region,ZWXETLOxln9,Yabitu Koba 01 Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028084,Yabitu Koba Health Post,Oromia Region,kKcqxy2b7ju,Yabitu Koba Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028085,Yabitu Tome Health Post,Oromia Region,HhyRTGb1jLR,Yabitu Tome Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028089,Yachi Health Post,Oromia Region,zTRkizLKF5w,Yachi Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028090,Yada Hunda Health Post,Oromia Region,cu0UzSLyirc,Yada Hunda Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028091,Yadeso Health Post,Oromia Region,kaKhjoDZrfp,Yadeso Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028092,Yedi Health Post,Oromia Region,Nvc0kFkbaDX,Yadi Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028093,Yae gugu Health Post,Oromia Region,hX8gbwce1il,Yaegugu Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028099,Yeka Aman Health Post,Oromia Region,I5s32qPRvp2,Yakaaman Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028100,Yaka Jalala Health Post,Oromia Region,BBNV6LTmPqu,Yaka Jalala Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028103,Yakima Health Post,South Ethiopia Region,rwcSUK0BE9x,Yakima Health Post (Merged),SNNP Regional Health Bureau,1.0,existing_dhis2_id
1028109,Yambe Health Post,Oromia Region,VfXLq2mmbl3,Yambe Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028110,Yambo Health Post,Oromia Region,MXPjuZBZD5X,Yambo Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028115,Yanga Dogama Health Post,Oromia Region,NSnUSeCsKqi,Yanga Dogama Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028118,Yarer Health Post,Oromia Region,UE56tttLaRP,Yarer Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028121,Yasera Pera Health Post,Oromia Region,YkJ5tdp7MFH,Yasera Pera Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028124,Yatu Dahe Health Post,Oromia Region,XG3BFPrts1X,Yatu Dahe Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028125,Yatu Health Post,Oromia Region,rDgZYyENYE3,Yatu Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028126,Yatu Tirgi Health Post,Oromia Region,MCr9C5ilpaE,Yatu Tirgi Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028133,Yaya Leke Health Post,Oromia Region,HyMYiAWykQe,Yaya Leke Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028135,Yaya Sota Health Post,Oromia Region,AbZZUZSjLFN,Yaya Sota Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028140,Yealu Health Post,Afar Region,xqes5b9TE26,Yealu Health Post,Afar Regional Health Bureau,1.0,existing_dhis2_id
1028146,Yebelo Health Post,Oromia Region,XUZkiM2sL8t,Yebelo Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028153,Yebosilase Health Post,Oromia Region,VJVuFIycBXh,Yebosilasei Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028154,Yebsana Wale Health Post,Oromia Region,qaMgsPdFLZz,Yebsana Wale Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028155,Yebsana Wario Health Post,Oromia Region,QkLilRQnbxV,Yebsana Wario Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028158,Yebu Health Post,Oromia Region,OCQmGrabT73,Yebu Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028179,Yedo Health Post,Oromia Region,YuhPu22L3Zz,Yedo Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028200,Yegote Health post,Oromia Region,qdyG8KbLjsQ,Yegote Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028212,Yeka Umama Tokuma Health Post,Oromia Region,hREe1ryr3da,Yeka Umama Tokuma Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028226,Yala Sasacha Health Post,Oromia Region,y1SFZGGCodq,Yela Sasache Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028231,Yelibehi Health Post,Afar Region,s3u1255esOn,Yelibehi Health Post,Afar Regional Health Bureau,1.0,existing_dhis2_id
1028233,Yeli Health Post,Oromia Region,y9gSw1lIjII,Yeli Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028236,Yema Health Post,Oromia Region,G5mLf5NiHDm,Yema Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028242,Yembero Health Post,Oromia Region,B3znsrMuBXV,Yembero Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028262,Yengi Health Post,Oromia Region,u2FPQoK4X03,Yengi Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028268,Yerar Silase Health Post,Oromia Region,GlDmdJRY7l5,Yerar Silase Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028276,Yerkichit Health Post,South West Ethiopia Region,ytT4LFPG6s7,Yerkichit Health Post,SWE Regional Health Bureau,1.0,existing_dhis2_id
1028279,Yeronamatole Health Post,Oromia Region,vz6IOHjHYk9,Yeron Amma Tole Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028280,Yero Sokoru Health Post,Oromia Region,oDbIv1EOyZT,Yero Sokoro Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028305,Yeti Konk Health Post,Oromia Region,gKftAyEk393,Yeti Konk Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028351,Yimer Amba Health Post.,Oromia Region,DnMCQxJcnJs,Yimer Amba Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028364,Yira Docha Health Post,Oromia Region,Mq5xABF70XU,Yira Docha Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028365,Yira Wongo Health Post,Oromia Region,kN0Y0pV6b7d,Yira Wongo Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028366,Yirba Duwancho Health Post,Sidama Region,lVg0bibIf64,Yirba Diwancho Health Post,Sidama Regional Health Bureau,1.0,existing_dhis2_id
1028367,Yirba Gangiso Health Post,Sidama Region,PmrGi8YlpdZ,Yirba Gangiso Health Post,Sidama Regional Health Bureau,1.0,existing_dhis2_id
1028375,Yoakwuol Health Post,Gambella Region,isGMikMefN7,Yoakwol,Gambella Regional Health Bureau,1.0,existing_dhis2_id
1028382,Yoorin Health Post,Afar Region,unapoAIlyNQ,Yoorin Health Post,Afar Regional Health Bureau,1.0,existing_dhis2_id
1028388,Yubdo Sare Health Post,Oromia Region,f9KOU0qfC4u,Yubdo Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028401,Yuwo Health Post,Sidama Region,jKdis1HBYde,Yuwo Health Post,Sidama Regional Health Bureau,1.0,existing_dhis2_id
1028427,Zalo Abeba Health Post,Oromia Region,xKL2mrP1tsf,Zalo Abeba Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028464,Zefata Health Post,Oromia Region,hH36Bvb2zsn,Zefata Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028489,Zelazele Health Post,Tigray Region,ISjOophFGcY,Zelazela Health Post,Tigray Regional Health Bureau,1.0,existing_dhis2_id
1028515,Zenakude Health Post,Tigray Region,aEjrdkw7MTt,Zenakude Health Post,Tigray Regional Health Bureau,1.0,existing_dhis2_id
1028525,Zengi Health Post,Oromia Region,JRjodV4RkeZ,Zengi Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1028535,Zerbabit Health Post,Tigray Region,LYwQkWU02ZU,Zerbabit Health Post,Tigray Regional Health Bureau,1.0,existing_dhis2_id
1028624,Zerihun metasebiya Medium Clinic,Addis Ababa City Administration,HGF5xodA7EX,Zerihun Gemechu Medium Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028625,Yerer General Hospital,Addis Ababa City Administration,WnmUrb3WtAw,Yerer Primery Hospital,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028627,Nejash Care Specialty Dental Clinic,Addis Ababa City Administration,rYGPpuypsVi,Nejashe medium dental clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028636,Santiyago Specialty Dental Clinic,Addis Ababa City Administration,PjclcIpUxgA,santago dental speciality clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028639,Optimum Physiotherapy Specialty Clinic ,Addis Ababa City Administration,mVeE1VqxLwH,Optimum Phisiotherapy Special Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028642,Ayinalem  Primary Hospital,Addis Ababa City Administration,Te8G1BtODyO,Ayinalem primary Hosp,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028644,Rohbot Dental Medium Clinic ,Addis Ababa City Administration,DsXubqMgIyY,Rohobot Medium Dental Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028650,Yad Medium Dental Clinic,Addis Ababa City Administration,OUKmbfGm6ay,yad medium dental clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028654,Bama Specialty Obstetrics And Gynecology Clinic,Addis Ababa City Administration,GhSGe0JKGwF,Bama OBY/GYN sp.clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028660,Dr. Hana Specialty Dental Clinic,Addis Ababa City Administration,Omt1UnkrQV3,Dr Hana medium dental clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028661,Sante Dental Specialty Clinic ,Addis Ababa City Administration,OsNKKwsDALq,Sante Special Dental Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028669,Jemo Pediatric Specialty Clinic,Addis Ababa City Administration,GqhhTXeJx7b,Jemo pediatric sp.clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028673,Meteneh Medium Dental Clinic,Addis Ababa City Administration,JJX6dhKMysU,Meteneh Medium Denetal Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028678,Doctor Zenbe Dental Medium Clinic,Addis Ababa City Administration,GHfWqWcKI5M,Dr Zenebe Medium Dental Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028687,Green Medium Clinic,Addis Ababa City Administration,EX6UTDEKm8q,Green Medium Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028695,Isor Dental Medium Clinic ,Addis Ababa City Administration,lN79Git4t3n,Isor Medium Dental Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028696,Baniyas Medium Dental Clinic ,Addis Ababa City Administration,rRz4wPGcHR1,Banayas Medium Dental Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028701,Jasmin Speciality Clinic,Addis Ababa City Administration,zYlpbkqitgZ,Jasmine Penediatric and Internal Special Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028704,Mekanisa Optamology Specialty Clinic,Addis Ababa City Administration,voCyyf21kkj,Mekanisa Optamology SpecialClinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028714,Dente Efrata Medium Dental Clinic,Addis Ababa City Administration,NQFblUjy4Mv,Denete Eferata Medium Dental Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028717,Dr. Feseha Sahile Pediatrics Specialty Clinic,Addis Ababa City Administration,nU4M6HrS9KO,Dr.Fesha Sahile Children's Speciality Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028723,Anisa Specialty Dental Clinic ,Addis Ababa City Administration,RBRdlOdcmRu,Anisa Medium Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028724,Atlas Internal Medicine Speciality Clinic,Addis Ababa City Administration,N7s65j1VRDH,Atlas Medium Dental Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028731,Blue Sky Dental Specialty Clinic,Addis Ababa City Administration,i1LRqMeGivG,Blue Sky Medium Dental Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028736,Kuri Medium Clinic,Addis Ababa City Administration,V74PrQRd4AJ,Kuri Medium Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028742,Mezmur No1 Dental Speciality Clinic,Addis Ababa City Administration,ZJzB9FXRuGz,Mezemure 1 Special Dental Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028743,Etsubdink Medium Clinic,Addis Ababa City Administration,GYQrnHN51ku,Etsubdenk Medium Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028748,Bereket Primary Clinic,Addis Ababa City Administration,FVeuARFpwwF,Bereket Primary Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028753,Yegna Dental Medium Clinic,Addis Ababa City Administration,fGhibYIUtKw,Yegna Medium Dental Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028758,Shedeho Internal Medicine Specialty Clinic ,Addis Ababa City Administration,Ht4C5gu5B4g,Shewayirga Primary Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028759,Benas Dental Medium Clinic ,Addis Ababa City Administration,NjNs6MtAlj1,Benas Medium Dental Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028763,Kidus Mikael Primary Clinic,Addis Ababa City Administration,oVVZ9msXDVd,Kidus Mikael Mazoriya Primary Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028768,Doctor Fetlework Dental Specialty clinic,Addis Ababa City Administration,QvtQoWJaZcp,Dr Fetlework Medium Dental Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028770,Dr. Aemiro Kebede Internal Medicine Specialty Clinic,Addis Ababa City Administration,ItWTWHx4Kig,Dr Aemiro Kebede Abmaya Internal Medicine Speciality Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028773,Teklehaimanot General Hospital,Addis Ababa City Administration,WVSdXHcyLbU,Tekelhaimanot General Hospital,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028779,Toz Specialty Clinic,Addis Ababa City Administration,ttnPlD6X7fm,Toz Internal Medicien Speciality Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028788,Rank Dermatology Specialty Clinic,Addis Ababa City Administration,XooG0bo7cA8,Ranke Dermatology Special Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028790,Dr. Nigatu Anitalaw Orthopedic Speciality Clinic,Addis Ababa City Administration,BZCCFhx7eZl,Dr Nigatu Anitalewu Orthopedic Speciality Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028807,Bahire Negash Ophthalmology Speciality Clinic,Addis Ababa City Administration,V8BqZjQ1vpn,Baher Negash Eye Speciality Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028808,Sun Optics Optometry Medium Clinic,Addis Ababa City Administration,yoIyXIjlFd3,Sunoptic Midum OPtometrys,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028809,Merso Optometry Medium Clinc,Addis Ababa City Administration,U6RTiuxiUVi,Merso Medium Dental And Optemetry Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028810,Bekur Obstetric And Gynacology Specialty Clinic,Addis Ababa City Administration,JB1KloIcI6B,Bekur OBY/GYN sp.clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028812,Alem Speciality Dental Clinic,Addis Ababa City Administration,rZLtr8MD45K,Alem Dental Speciality Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028813,T.G.H Medium Dental Clinic,Addis Ababa City Administration,GTCFJiAYXbo,T.G.ECH medium dental clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028814,Abed Specialty Dermatology Clinic,Addis Ababa City Administration,C8xyNTHm8Dj,Abed dermatology speciality clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028823,Memu Specialty Pediatric Clinic,Addis Ababa City Administration,ZXhXeP9Ad6M,Memu pediatric sp.clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028826,Bareka Specialty Obstetrics And Gynecology Clinic,Addis Ababa City Administration,pOPRvMp3cjW,Bereka OBY/GYN specialty clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028832,Ven Medium Clinic,Addis Ababa City Administration,iEn8mkckAAC,Vein Medium Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028834,Abeba Medium Dental Clinic,Addis Ababa City Administration,C0RzFEe247b,Abeba Dental Medium Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028843,Admas Medium Clinic,Addis Ababa City Administration,ldeIgTsuyh1,Admas No.1 medium clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028847,Dr.Misbah Specialty Dental Clinic,Addis Ababa City Administration,uczwDn33Zej,Dr misbah medium dental clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028851,Geta Internal Medicine And Dermatology Specialty Clinic,Addis Ababa City Administration,IMPUNPZuNG3,Geta internalanddermatology sp.clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028854,Tsigereda Internal Medicine Specialty Clinic,Addis Ababa City Administration,glpP87Nlq4L,Tsgereda Internal Medicine Speciality Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028858,Yishak Medium Clinic,Addis Ababa City Administration,zXpZn25uKzS,Ysahak Medium Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028859,Lobe Medium Clinic,Addis Ababa City Administration,zxm6ciyly01,Lobe Medium Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028861,Makibel Medium Clinic,Addis Ababa City Administration,K37g2HmKixE,Makebel Medium Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028865,Cheshaire Foundation Medium Clinic,Addis Ababa City Administration,SYPTNv7TCbC,Cheshir Medium Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028867,Bless Medium Clinic,Addis Ababa City Administration,aUOgudVhSe6,Bles Medium clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028874,Hutyihir Medium Clinic,Addis Ababa City Administration,vjK3FbZyUDC,Huthir Medium Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028875,Miskayehizunan Medihanialem Medium Clinic,Addis Ababa City Administration,aabyFwIQa0X,Meskaye Hezunan Medium Clinic_,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028877,Mestezawda Dental Specialty Clinic,Addis Ababa City Administration,EYdkiVwVo6s,Mestezawda Medium Dental Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028879,Bethzata General Hospital,Addis Ababa City Administration,sflns6WU6Ra,Bethezatha General Hospital,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028880,Kechene Medihanialem Medium Clinic,Addis Ababa City Administration,nk2y3cX9S40,Kechene Medium Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028881,Eldina Number 1 Medium Clinic,Addis Ababa City Administration,sBRF49lFCBo,Eldina Medium Clinic No 1,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028883,Mihret Primary Clinic,Addis Ababa City Administration,vlNb1nYcN6a,Mihret Primary Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028889,Bonat Medium Clinic,Addis Ababa City Administration,QtJxfAcSAbG,Bonat Medium Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028892,Zemen Medium Clinic,Addis Ababa City Administration,U89dLiNzNAS,Zemen Medium Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028893,Doctor Akaleweld Dental Specialty Clinic,Addis Ababa City Administration,ymNIgCPdaXD,Dr Akalewold Dental Speciality Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028896,Birhan Ber Medium Clinic,Addis Ababa City Administration,bmfrqcRqh8L,Berhan Ber Medium clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028901,Global Medium Clinic,Addis Ababa City Administration,ZRdx6qIILcE,Global Medium Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028903,Labco Advanced Medical Laboratory,Addis Ababa City Administration,CuIOQqaRhDr,Lafto Higher Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028907,Hamerenoh Kidanemihret Medium Clinic,Addis Ababa City Administration,TgkXZxbw2Sz,Hamere Noh Kidane Mihret Medium Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028916,Markos Medium Clinics,Addis Ababa City Administration,zG8OkoxaDZo,Markos Medium Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028921,Rossella Medium Clinic,Addis Ababa City Administration,NVOP3tSTnI6,Rosela Medium Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028931,Medihanealem Medium Clinic,Addis Ababa City Administration,eCfAAQTLguk,Medihaniealm Medium clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028937,Missionary of Charity,Addis Ababa City Administration,TgQ4jK3OGOG,Missionaries of charity health center,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028940,Amen Medium Clinic,Addis Ababa City Administration,Ng1LvbJ3l0E,Amen Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028956,Wudassie No2 Comprehensive Diagnostic Imaging Service /Curchil Road/,Addis Ababa City Administration,JPNL7Fq7lRh,Wudase Comprehensive Diagnostic Imaging Service (Chirchil),Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028960,BeteAman Ophthalmolgy Specialty Clinic,Addis Ababa City Administration,agmt2fBPYQc,Bete Aman Eye Speciality Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028967,Dr.Gebreabe Specialty Dental Clinic,Addis Ababa City Administration,dMwBUfkYNwr,Dr Gebreab Dental Speciality Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028971,Fenot Medium Dental Clnic,Addis Ababa City Administration,RPvhzbnvJ2Y,Finot Specality Dental Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028973,Dr. Belay Desta Dental Speciality Clinic,Addis Ababa City Administration,uYUOiitLOt8,Docter Belay Desta Dental SpecialityClinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028975,Fikadu Medium Dental Clinic,Addis Ababa City Administration,uv1YcYMCUmb,Fekadu medium clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028976,Bethel General Hospital,Addis Ababa City Administration,sBtoq9f6wET,Bethel General Hospital,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028979,St. Georege Dental Medium Clinic,Addis Ababa City Administration,vLCL5gu4wv7,St George Medium Dental Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028980,Hind Medium Clinic,Addis Ababa City Administration,IXaZEuv88OW,Hind,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028981,Kidanemihiret Medium Dental Clinic,Addis Ababa City Administration,QjxUP6boSjM,Kidane Mehiret Medium Dental Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1028982,Zhong Rul Speciality Clinic,Addis Ababa City Administration,eOjrklN7H2z,Zhong Rul,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
