mfr_id,mfr_name,mfr_region,dhis2_id,dhis2_name,dhis2_region,linktransformer_score,match_source
1060405,Geneti Health Post,Afar Region,zi0JWoVPDux,Geneti Health Post,Afar Regional Health Bureau,1.0,existing_dhis2_id
1060422,Ayantu Primary Clinic,Oromia Region,z4Ji7Ex6joC,Ayantu  Primary Clinic,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060442,Bulbula Health post,Afar Region,wcVaTETt0Gc,Bulbula Health Post,Afar Regional Health Bureau,1.0,existing_dhis2_id
1060443,Duba Health Post,Afar Region,yYpQuU7x23e,Duba Afu Health Post,Afar Regional Health Bureau,1.0,existing_dhis2_id
1060444,Dergera Health Post,Afar Region,fxirJ9VsDj6,Dergera Health Post,Afar Regional Health Bureau,1.0,existing_dhis2_id
1060446,Woki Health Post,Afar Region,iT5IZjc6xsY,Woki Health Post,Afar Regional Health Bureau,1.0,existing_dhis2_id
1060447,Sedihadaba Health Post,Afar Region,c6j4xtqAY8z,Sedhadaba Health Post,Afar Regional Health Bureau,1.0,existing_dhis2_id
1060448,Udaledaba Health Post,Afar Region,Vg45II2tvnY,Udaledaba Kebele Health Post,Afar Regional Health Bureau,1.0,existing_dhis2_id
1060449,Hado Health Post,Afar Region,OnfDs0RFY3v,Hado Health Post,Afar Regional Health Bureau,1.0,existing_dhis2_id
1060451,Dagim Hidase Health Center,Addis Ababa City Administration,H9d5it9cZ4D,Woreda 2 Health Center,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1060453,W/ro Beletshachew Health Center,Addis Ababa City Administration,CANLdN1PnUh,W/ro Beletshachew Health Center,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1060457,Deku Karsa Health Post,Oromia Region,H2D215b7OSu,Deku Karsa Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060458,Daku Kito Health Post,Oromia Region,p5JZrZ24D3M,Dakun Kito Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060459,Diki Health post,Oromia Region,ynmZ1eh01ky,Diki Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060461,Dobi Health post,Oromia Region,Iy9xfmpQFuf,Dobi Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060462,Degale Gatira Health post,Oromia Region,Bh6J6GKchcs,Dagale Gatira Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060463,Abnet Health center,Addis Ababa City Administration,kWaDAc8cuxY,Abnet Health Center,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1060464,Dambi Dima Health Post,Oromia Region,U9mT9yByL5C,Debi Dimas Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060465,Dambi Gobu Health Post,Oromia Region,JAVQzfpsAdx,Debi Gobu Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060466,Daso Dongoro Health Post,Oromia Region,s2hAg7TWM0m,Daso Dongoro Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060467,Ganda Gara Health Post,Oromia Region,x8nRBIIAU8H,Genda Gara Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060469,Teklahamanot Health Center,Addis Ababa City Administration,d3JKWNUB1Cs,Teklehaymanot Health Center,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1060470,Kino Physiotherapy Specialty Clinic,Addis Ababa City Administration,jDuMQjAIksS,Kino Physiotherapy,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1060472,Hidase Fire Health Center,Addis Ababa City Administration,Zeh5nSlMdiG,Woreda 1 Health Center,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1060473,Haro Lemen Health Post,Oromia Region,dRqxSB4mAgH,Haro Lemen Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060474,Fite Health Post,Oromia Region,FaBS9qHXyDT,Fite Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060476,Odo Modjo Health Post,Oromia Region,mntAOYA6oMS,Odo Mojo Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060477,Sumi Specialty Obstetric And Gynecology Clinic And Pediatric Clinic,Addis Ababa City Administration,S5J4dKnRlmW,Shumeye gyny clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1060480,Nexus Physiotherapy Specialty Clinic,Addis Ababa City Administration,qrqSHUqSc88,Nexus Physiotherapy specialty clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1060482,Ganda Agemsa Health Post,Oromia Region,obk6kIySUFS,Agemsa Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060484,Elu Sodolbe Health Post,Oromia Region,EWYjof7Ggyd,Ilu Sodolbe Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060485,Ulagora Health Post,Oromia Region,JsX7HHtNjzt,Ulagora Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060486,Ula Tuli Health Post,Oromia Region,jLn4L8eFrV9,Ulatuli Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060487,Haro Shobore Health Post,Oromia Region,fUtC6Mi8RSJ,Haroshobore Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060488,Maru Chobot Health Post,Oromia Region,CJD9S98yQwH,Maru Chobot Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060491,Gatira Nebe Health Post,Oromia Region,ntDkCLdbXfR,Gatira Nebe Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060493,Oda Dalota Health Post,Oromia Region,ezSnQRfRPkr,Oda Dalota Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060494,Kore Jeno Health Post,Oromia Region,t7VYpNa0DN7,Kore Jeno Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060497,Kerkeresa Health Post,Oromia Region,Xxe59IvPfit,Karkeresa Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060498,Elu Werebo Health Post,Oromia Region,jCJIhLDg2O5,Ilu Werebo Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060499,Sembaro Sego Health Post,Oromia Region,CEG3Wmi2Mb8,Sambaro Sasago Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060501,Haro Boro Health Post,Oromia Region,M8WrHiMFh38,Haro Boro Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060502,Tuli Desse Health Post,Oromia Region,lPDOfq75rHN,Tuli Desse Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060503,Reji Mokoda Health Post,Oromia Region,yP0D0vZ9bTF,Reji Mokoda Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060505,Wara Elu Health Post,Oromia Region,Dpq6QOE7am2,Wara Ilu Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060509,Kalo Health Post,Oromia Region,CI0mZXcr3S4,Kalo Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060514,Ejere Nagaho Health Post,Oromia Region,zmLUbyqyTSR,Ejere Nagaho Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060516,Uduma Health Post,Afar Region,svY0urv5YYx,Uduma Health Post,Afar Regional Health Bureau,1.0,existing_dhis2_id
1060517,Harisa Health Post,Afar Region,JFD5RFKKBHV,Harisa Health Post,Afar Regional Health Bureau,1.0,existing_dhis2_id
1060518,Horugubi Health Post,Afar Region,Tw1BJGBUqac,Horugubi Health Post,Afar Regional Health Bureau,1.0,existing_dhis2_id
1060519,Lidy Health Post,Afar Region,Nb1zRa8HEVR,Lidy Health Post,Afar Regional Health Bureau,1.0,existing_dhis2_id
1060520,Werenso Health Post,Afar Region,AIKjUlm5iVl,Werenso Health,Afar Regional Health Bureau,1.0,existing_dhis2_id
1060521,Yaldi Health Post,Afar Region,Jeo5mSyJiU4,Yaldi Helath Post,Afar Regional Health Bureau,1.0,existing_dhis2_id
1060522,Mudyna Health Post,Afar Region,JPRtXGDGOV6,Mudyna Health Post,Afar Regional Health Bureau,1.0,existing_dhis2_id
1060523,Bersu Health Post,Afar Region,gARjV21MQo8,Bersu Health Post,Afar Regional Health Bureau,1.0,existing_dhis2_id
1060524,Nemele Health Post,Afar Region,mlEiZ0a48Ii,Nemele Health Post,Afar Regional Health Bureau,1.0,existing_dhis2_id
1060525,Serayitu Health Post,Afar Region,t8cTWqmJiTM,Serayitu Health Post,Afar Regional Health Bureau,1.0,existing_dhis2_id
1060526,Kesele Health Post,Afar Region,SEZTbtrnr22,Kesele Health Post,Afar Regional Health Bureau,1.0,existing_dhis2_id
1060527,Hafelu Health Post,Afar Region,RIJXj8TU4PF,Hafelu Health Post,Afar Regional Health Bureau,1.0,existing_dhis2_id
1060528,Keailu Health Post,Afar Region,fFZsTiEm3hU,Keailu Health Post,Afar Regional Health Bureau,1.0,existing_dhis2_id
1060529,Wahlifanta Health Post,Afar Region,mrNpidi5Y44,Walifanta Health Post,Afar Regional Health Bureau,1.0,existing_dhis2_id
1060530,Gahirtu Health Post,Afar Region,OgxuFtwiws2,Gehertu Health Post,Afar Regional Health Bureau,1.0,existing_dhis2_id
1060531,Romayto Health Post,Afar Region,wnNYprHfc5d,Romayto Health Post,Afar Regional Health Bureau,1.0,existing_dhis2_id
1060532,Henale Health Post,Afar Region,zVtZ5VhEWeN,Henale Health Post,Afar Regional Health Bureau,1.0,existing_dhis2_id
1060534,kara Health post,Oromia Region,A8yes4cLDub,Kara Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060535,Gelan Wadesa Health post,Oromia Region,y6iByIVx9D1,Gelan Wedesa Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060536,Haro Tiro Health post,Oromia Region,FvRIxaNFwl7,Haro Tiro Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060539,Dase Aklilu Health Post,Oromia Region,NVBgAJjc8Kl,Dase Akililu Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060540,Tule Health post,Oromia Region,oFq9yosRBsU,Tule Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060541,Kulit Birbisa Health post,Oromia Region,WSIZRH5LyWb,Kulit Birbirsa Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060543,Kure Gatira Health Post,Oromia Region,B6BfvDk0CMC,Kure Gatira Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060547,Nano Warka Health post,Oromia Region,RxuFrXIXNaz,Nano Werka Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060548,Fite Jajaba Health post,Oromia Region,BeIGxXM2HkJ,Fite Jejaba Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060550,Elamu Jalina Health Post,Oromia Region,tTl8i91KHLZ,Ilamu Jalina Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060554,Jijigu Waransa Health post,Oromia Region,mb04m2D7gL4,Jijigu Waransa Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060555,Teltale Goba kiltu Health post,Oromia Region,gWNAJYVsfxs,Taltale Goba Kiltu Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060556,Yamu Kiltu Health post,Oromia Region,aX6CsjxFp6e,Yemu Kiltu Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060557,Lidiya Medium Dental Clinic,Central Ethiopia Region,lt2YB8UESxe,Lidiya Dental Clinic,SNNP Regional Health Bureau,1.0,existing_dhis2_id
1060560,Uko korke Health post,Oromia Region,m6rsoE9FQMl,Uko Korke Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060564,Elamu Muja Health post,Oromia Region,GAF8g8U6sIJ,Ilamu Muja Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060565,Gosu Kora Health post,Oromia Region,vQTEt5ghIsf,Gosu Kora Halth Post Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060568,Kiba Kube Halth post,Oromia Region,ns7AR53BLt8,Kiba Kube Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060570,Ferensay Around Health Center,Addis Ababa City Administration,i6lcegbli3r,Ferency Acababi Health Center,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1060572,Gurara Health Center,Addis Ababa City Administration,b5jglrzT30j,Entoto No. 2 Health Center,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1060574,Bella Health Center,Addis Ababa City Administration,wx8AjnHuU1W,Entoto No 1 Health Center,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1060575,Korea Zemachoch Health Center,Addis Ababa City Administration,uZw63P34XHT,Yekoriya Zemachoch Metasebiya Hc,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1060576,Yeka Health Center,Addis Ababa City Administration,ilVJHwWnxcI,Yeka Health Center,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1060578,Aware Health Center,Addis Ababa City Administration,WNpLKvsDYKU,Abware Helth Center,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1060579,Chefe Health Center,Addis Ababa City Administration,DQfHglDYS54,Woreda 8 Hc,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1060580,Tina Medium Clinic,Addis Ababa City Administration,srbo4Z6XbxG,Tina Medium Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1060583,Kotebe Health Center,Addis Ababa City Administration,vSX4llmp929,Kotebe Health Center_,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1060584,Zan Dental Medium Clinic,Addis Ababa City Administration,fxm481Pa1ep,Zan Medium Dental Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1060585,Signal Around Health Center,Addis Ababa City Administration,XvcKAKjmFIY,Woreda 7 Hc,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1060586,Shalom Dental Medium Clinic,Addis Ababa City Administration,RzHVrVOj89y,Sem Medium Dental Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1060587,Lideta Health Center,Addis Ababa City Administration,iUTG3WckBK8,Lideta Health Center,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1060588,Ahadu Medium Clinic,Addis Ababa City Administration,LFFUKfj1a3f,Ahadu Medium clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1060590,Ankorca Health Center,Addis Ababa City Administration,TbAKeQULF4n,Woreda 10 Hc,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1060591,Yeka Meselama Health Center,Addis Ababa City Administration,zIxRvW9B1TL,Woreda 12 Health Center,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1060597,Kelela Speciality Clinic,Addis Ababa City Administration,LCKmauYrqV6,Kelela Dermatovenerology PLC,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1060603,Derraa Medium Clinic,Oromia Region,i8v6sA2Lkd3,Derraa Medium Clinic,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060604, Damma Basic Health Post,South Ethiopia Region,RUnveXSOJL7,Dama Health Post,SNNP Regional Health Bureau,1.0,existing_dhis2_id
1060605, Ganchela Basic Health Post,South Ethiopia Region,wIDCNXxhVAA,Ganchela Health Post,SNNP Regional Health Bureau,1.0,existing_dhis2_id
1060610,Tulu Sangota Health Post,Oromia Region,Dj1nrmxNgKf,Tulu Sangota Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060613,Art Dental Laboratory,Addis Ababa City Administration,iiyfzK0l99g,Girum Dental Laboratory,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1060616,Gudina Alo Health Post,Oromia Region,X6thgLN4Xaf,Gudina Alo Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060617,Gudina Biya Health Post,Oromia Region,omvPF7L1yfM,Gudina Biya Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060618,Gudine Walkite Health Post,Oromia Region,pRZGTlZqMkC,Gudine Walkite Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060620,Guto Meti Health Post,Oromia Region,TUvs5khZi41,Guto Meti Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060621,Hara Abono Health Post,Oromia Region,V79SBavtHzI,Hara Abono Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060622,Karu Ware Roba Health Post,Oromia Region,oONgTWIq8FO,Karu Ware Roba Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060623,Kortu Chancho Health Post,Oromia Region,LYljIechB6f,Kortu Cancoo Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060624,Marti Speciality Clinic,Addis Ababa City Administration,z6FUtDgmQId,Marti Speciality Dental Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1060625,Oda Gibe Health Post,Oromia Region,J3WSIAFfKG4,Oda Gibe Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060627,Oda Haro Health Post,Oromia Region,ZBLo1LppcZk,Oda Haro Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060628,Oda Korma Health Post,Oromia Region,TY1N9oK2uZ9,Oda Korma Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060629,Sadan Kite Health Post,Oromia Region,R8U4eIW8lkg,Sadan Kite Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060634,Weredi Sonbo Disasa Health Post,Oromia Region,cyGMUOwnIJ1,Weredi Sonbo Disasa Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060636,Galmo Georgis Health Post,Oromia Region,h48aV140UtP,Galmo Gorgis Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060638,Goda Weliye Health Post,Oromia Region,lyrFEZxEibP,Goda Weliye Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060639,Halelu Oda Guta Health Post,Oromia Region,Exz1Uk2lAeG,Halelu Oda Guta Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060640,Hole Sire Health Post,Oromia Region,Dhb5ceBTd3Z,Hole Sire Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060641,Jarso Dire Geda Health Post,Oromia Region,u96mDpYt9cU,Jarso Dire Geda Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060643,Racho Health Post,Oromia Region,sb0DvRCvTFI,Racho Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060644,Rafiso Alanga Health Post,Oromia Region,zsaDmwOICAg,Rafiso Alaga Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060646,Shano Agelo Health Post,Oromia Region,IbUiaxiVea7,Shano Agelo Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060647,Sokondo Health Post,Oromia Region,QXBZshMqSNu,Sokondo Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060650,Tulu Kosoru Health Post,Oromia Region,UqVyd4Nhslz,Tulu Kosoru Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060651,Tulu Mara Health Post,Oromia Region,XdhSO1evNzs,Tulu Mara Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060653,Wagdi Kortu Health Post,Oromia Region,RQYt2Y1WZw1,Wagdi Kortu Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060661,Haro Kakali Health Post,Oromia Region,gL1SHuCAdq0,Haro Kakali Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060662,Kale Health Post,Oromia Region,oO5Crq6Oq7P,Kale Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060663,Koricha Chobi Health Post,Oromia Region,JxzmKfdqely,Koricha Chobi Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060664,Koricha Koticha Health Post,Oromia Region,vsqdDyFdiDN,Koricha Koticha Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060665,Mata Koma Health Post,Oromia Region,H0UZ84UNehK,Mata Koma Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060666,Meksa Leku Health Post,Oromia Region,p2HovDm5nCF,Meksal Leku Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060674,Tsehay Medium Clinic,South West Ethiopia Region,WbQGRvEc53b,Liyu Clinic,SWE Regional Health Bureau,1.0,existing_dhis2_id
1060677,Mizan Medium Clinic,South West Ethiopia Region,AxUKGH8p9oR,Mizan Clinic,SWE Regional Health Bureau,1.0,existing_dhis2_id
1060678,Tsion Obstetrics and Gynecology Specialty Clinic,Addis Ababa City Administration,g3mZcLN2FLd,TSIONObey-Gayne Special Clinic,Addis Ababa Regional Health Bureau,1.0,existing_dhis2_id
1060679,Abubeker Medium Clinic,South West Ethiopia Region,BCwbAef5hrz,Abubeker Clinic,SWE Regional Health Bureau,1.0,existing_dhis2_id
1060680,Betesaida Pediatric Speciality Clinic,South Ethiopia Region,geO9sEGrsd4,Bethsaida Clinic,SNNP Regional Health Bureau,1.0,existing_dhis2_id
1060681,Dano Roge Health Post,Oromia Region,bsanni6Xhf9,Dano Roge Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060682,Dano Shanan Health Post,Oromia Region,dcWz36LPREz,Dano Shanan Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060683,Dire Dano Health Post,Oromia Region,bazvmU16tcj,Dire Dano Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060684,Dire Hareyu Health Post,Oromia Region,ULppEOU5o7w,Dire Hareyu Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060685,Dire Hujuba Health Post,Oromia Region,bGlu7pFSJFq,Dire Hujuba Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060686,Aman Medium Clinic,South West Ethiopia Region,hVeFqUdwdMb,Aman Clinic,SWE Regional Health Bureau,1.0,existing_dhis2_id
1060687,Gida Abu Health Post,Oromia Region,FJbfDL57znP,Gida Abu Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060688,Ifa Tokuma Health Post,Oromia Region,PqHwZBtDVjH,Ifa Tokuma Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060689,Kalacha Jibat Health Post,Oromia Region,c7ebtXuvbz8,Kalacha Jibat Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060690,Karra Garjeda Health Post,Oromia Region,niB32Gwhb01,Karra Garjeda Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060691,Kekero Jibat Health Post,Oromia Region,Pl81q1fyxjj,Kekero Jibat Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060692,Kersa Doreni Health Post,Oromia Region,iq6N90Oqv0l,Kersa Doreni Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060693,Oda Liban Health Post,Oromia Region,SP2Gl9lQwS2,Oda Liban Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060694,Sayo Gambela Health Post,Oromia Region,n41SuLGjGEU,Sayo Gambela Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060695,Sayo Gudetu Health Post,Oromia Region,RDxxr9sgw4j,Sayo Gudetu Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060697,Danisa Shone Health post,Oromia Region,CAuNOwrywYO,Danisa Shono Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060698,Dendi Sulu Health post,Oromia Region,WAvxGPxGtRs,Dendi Sulu Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060699,Dimtu Burka Health post,Oromia Region,GgVCvavGNra,Dimtu Burka Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060700,Faji Borale Health post,Oromia Region,CkVKSLNFQD6,Faji Borale Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060701,Faji Galila Health post,Oromia Region,hdCC7eeO0ik,Faji Galila Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060705,Gare Harera Health post,Oromia Region,TocYpEZ3K1A,Gare Harera Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060706,Gatiro Lafto Health post,Oromia Region,qiJOoJ4o2Ay,Gatiro Lafto Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060707,Golole Bolo Health post,Oromia Region,LD3kY10hMtD,Golole Bolo Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060709,Horeta Tulu Luba Health post,Oromia Region,xcKnrjz57gi,Horeta Tulu Luba Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060710,Hubeto Dule Health post,Oromia Region,w6d1jmZA92V,Hubeto Dule Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060712,Hunche Bite Health post,Oromia Region,OhDnYxz90ke,Hunche Bite Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060713,Beteseb Medium Clinic,South West Ethiopia Region,PDpl2Vw50h3,Beteseb Clinic,SWE Regional Health Bureau,1.0,existing_dhis2_id
1060714,Jewe Buri Health post,Oromia Region,WCufQr04Mp6,Jewe Buri Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060715,Kaba Bereda Health post,Oromia Region,Kj22RQGsCNc,Kaba Bareda Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060716,Ketketa Weran Bulchi Health post,Oromia Region,JVNZRKT3cOm,Ketketa Weran Bulchi Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060718,Kotoba Dalata Health post,Oromia Region,fqS7fM8NGE6,Kotoba Dalata Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060719,Lokloka Aba Health post,Oromia Region,CxZuYxjbOdw,Lokloka Aba Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060720,Merino Gonjob Health post,Oromia Region,sXdXKsNG23A,Merino Gonjob Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060721,Sinbola Shiko Health post,Oromia Region,dUyhjzrGTrQ,Sinbola Shiko Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060722,Tirange Shube Health post,Oromia Region,Yud4JG1a9bn,Tirange Shube Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060723,Ula Dulo Health post,Oromia Region,xmXFECDEM6r,Ula Dulo Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060724,Wamura sako Health post,Oromia Region,eHI3eBKCTZd,Wamura Sako Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060725,Werka Gara Health post,Oromia Region,T9BDiO9iKNi,Werka Gara Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060726,Werka Kore Health post,Oromia Region,JmPi0LMoBZQ,Werka Kore Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060728,Werka Werebo Health Post,Oromia Region,eV05G2sh9t4,Werka Werebo Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060729,Yubdo Legebatu Health post,Oromia Region,uD8mLyGCM17,Yubdo Legebatu Health Post,Oromiya Regional Health Bureau,1.0,existing_dhis2_id
1060730,Aroge Berhane Health Center,South West Ethiopia Region,gpg93Ws0DBK,Aroge Birhane Health Center,SWE Regional Health Bureau,1.0,existing_dhis2_id
1060761,Dere'abe Health Post,Afar Region,OYhyb8bYlM7,Dere'abe Health Post,Afar Regional Health Bureau,1.0,existing_dhis2_id
