,,name_exact,name_levenshtein,name_jaro_winkler,name_cosine,region_exact,feature_sum,feature_mean
10575,5439,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10578,4936,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10578,4974,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10578,5383,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10583,42,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10583,225,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10584,3718,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10584,4658,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10584,5648,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10585,192,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10586,546,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10591,434,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10592,409,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10595,220,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10595,221,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10598,4073,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10599,5038,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10601,219,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10601,361,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10601,476,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10605,313,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10605,314,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10608,189,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10608,190,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10609,386,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10611,360,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10613,35,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10615,71,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10617,345,0,0.0,1.0,1.0,1,3.0,1.0
10621,4319,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10621,5295,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10621,5600,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10621,5601,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10621,5774,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10621,5775,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10626,567,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10628,3127,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10628,3957,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10628,5391,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10628,5729,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10630,4914,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10635,7853,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10635,7854,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10642,3083,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10642,3216,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10642,3328,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10642,4287,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10642,4330,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10642,4371,0,0.0,1.0,1.0,1,3.0,1.0
10642,4465,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10642,4681,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10642,5210,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10642,5314,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10642,5757,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10643,607,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10646,2841,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10651,2984,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10651,2985,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10653,4773,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10653,4990,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10653,5380,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10691,550,0,0.0,1.0,1.0,1,3.0,1.0
10694,2967,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10694,3031,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10694,3202,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10694,4507,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10700,3241,0,1.0,1.0,0.0,1,3.0,1.0
10700,3759,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10700,4117,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10700,4617,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10700,5430,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10700,5876,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10701,7367,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10701,7551,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10702,7552,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10702,7684,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10703,2973,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10703,4045,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10703,5197,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10707,7785,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10709,7707,1,1.0,1.0,1.0,1,5.0,1.6666666666666667
10714,7555,1,1.0,1.0,1.0,1,5.0,1.6666666666666667
10714,7597,0,0.0,1.0,1.0,1,3.0,1.0
10715,7381,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10716,7579,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10717,7709,0,0.0,1.0,1.0,1,3.0,1.0
10721,3164,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10721,4837,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10721,5360,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10721,5828,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10722,3885,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10723,7553,1,1.0,1.0,1.0,1,5.0,1.6666666666666667
10724,7355,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10724,7696,1,1.0,1.0,1.0,1,5.0,1.6666666666666667
10725,7455,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10725,7698,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10726,7270,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10727,7776,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10727,7781,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10728,7382,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10728,7567,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10731,7272,1,1.0,1.0,1.0,1,5.0,1.6666666666666667
10731,7467,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10733,7377,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10735,7303,1,1.0,1.0,1.0,1,5.0,1.6666666666666667
10736,7336,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10737,7722,1,1.0,1.0,1.0,1,5.0,1.6666666666666667
10739,7780,0,0.0,1.0,1.0,1,3.0,1.0
10740,7328,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10741,2947,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10741,3041,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10741,3434,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10741,3794,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10741,3985,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10741,4258,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10741,4556,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10741,4987,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10741,5056,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10741,5756,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10741,5780,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10741,5924,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10742,5337,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10743,7555,1,1.0,1.0,1.0,1,5.0,1.6666666666666667
10743,7597,0,0.0,1.0,1.0,1,3.0,1.0
10745,7362,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10780,4210,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10780,4211,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10780,4414,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10781,3009,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10781,3049,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10781,3249,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10781,5173,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10781,5605,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10791,2886,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10791,5047,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10792,613,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10792,616,0,0.0,1.0,1.0,1,3.0,1.0
10800,473,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10804,2875,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10805,3129,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10805,3282,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10805,3874,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10805,4736,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10805,4901,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10805,4989,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10805,5103,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10808,2996,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10808,4726,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10808,4853,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10808,5345,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10808,5585,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10812,493,0,0.0,1.0,1.0,1,3.0,1.0
10813,2987,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10813,3018,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10813,5588,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10814,3888,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10814,4052,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10814,5833,1,1.0,1.0,1.0,1,5.0,1.6666666666666667
10815,4533,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10815,5435,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10819,4263,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10821,3315,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10821,3316,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10835,2848,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10835,4027,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10835,4976,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10836,7843,1,1.0,1.0,1.0,1,5.0,1.6666666666666667
10837,4094,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10838,5916,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10839,7871,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10845,6097,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10848,3476,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10848,5788,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10851,2857,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10851,3751,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10851,4058,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10851,4059,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10851,4278,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10851,4335,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10851,5308,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10851,5341,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10851,5705,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10852,4521,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10853,2990,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10853,5220,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10857,3193,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10857,3205,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10857,3501,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10857,3797,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10857,4033,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10857,4844,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10857,4871,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10857,5187,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10857,5517,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10858,2885,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10858,4834,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10869,2857,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10869,3751,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10869,4058,0,1.0,1.0,0.0,1,3.0,1.0
10869,4059,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10869,4278,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10869,4335,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10869,5308,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10869,5705,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10870,4276,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10890,2808,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10890,2929,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10890,3153,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10890,5186,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10890,5492,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10891,3136,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10891,3830,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10891,3853,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10892,4855,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10894,3134,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10894,4997,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10911,3559,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10911,3610,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10912,588,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10913,582,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10948,5137,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10948,5703,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10955,385,1,1.0,1.0,1.0,1,5.0,1.6666666666666667
10956,5361,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10957,3485,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10957,4585,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10957,4885,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10957,5298,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10957,5353,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10959,6130,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10959,6131,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10959,6135,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10960,2876,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10960,4299,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10962,5839,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10963,3527,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10973,4012,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10975,3552,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10975,4455,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10975,4823,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10975,5453,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10979,3675,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
10979,4221,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10979,4447,1,1.0,1.0,1.0,1,5.0,1.6666666666666667
10979,5099,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10979,5731,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10990,4543,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10990,4599,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10991,2836,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10991,2837,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10991,3481,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10991,4488,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10991,5245,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10991,5247,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10991,5248,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
10994,5592,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
10995,4863,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
11003,2848,1,1.0,1.0,1.0,1,5.0,1.6666666666666667
11003,4027,1,1.0,1.0,1.0,1,5.0,1.6666666666666667
11003,4976,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
11004,2910,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
11004,3156,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11005,3889,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
11005,4561,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
11005,4562,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
11005,4677,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
11006,7408,1,1.0,1.0,1.0,1,5.0,1.6666666666666667
11006,7409,1,1.0,1.0,1.0,1,5.0,1.6666666666666667
11006,7414,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11010,7577,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11011,8001,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
11013,7589,0,0.0,1.0,1.0,1,3.0,1.0
11013,7590,1,1.0,1.0,1.0,1,5.0,1.6666666666666667
11015,7584,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
11026,1230,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
11026,2551,1,1.0,1.0,1.0,1,5.0,1.6666666666666667
11027,1962,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11027,2508,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
11027,2509,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11046,3034,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11046,5400,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11054,1880,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
11054,1907,0,0.0,1.0,1.0,1,3.0,1.0
11054,2253,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
11056,2085,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11058,942,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11058,1504,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
11060,1595,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11062,823,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11062,1789,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11063,880,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11063,952,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11063,1547,0,0.0,1.0,1.0,1,3.0,1.0
11063,1696,0,0.0,1.0,1.0,1,3.0,1.0
11064,908,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11064,1245,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
11066,2308,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11067,875,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11067,992,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11067,1695,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11067,1905,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11067,2386,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11069,795,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11069,867,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11069,1389,0,1.0,1.0,0.0,1,3.0,1.0
11069,1390,0,1.0,1.0,0.0,1,3.0,1.0
11069,1813,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11069,2363,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11069,2430,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11069,2524,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11071,850,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11073,1453,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
11073,1958,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11073,2292,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
11073,2293,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
11073,2478,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
11074,2209,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11076,777,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
11076,1069,0,0.0,1.0,1.0,1,3.0,1.0
11076,1415,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11076,1449,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
11076,1909,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11076,1985,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11076,2014,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11076,2391,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11076,2481,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
11078,1919,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
11079,1911,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11080,1029,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11081,1443,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
11082,2166,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11083,1702,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11084,1829,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
11084,1830,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11084,2359,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11085,2081,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11086,1204,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
11086,2252,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
11086,2291,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
11086,2327,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
11087,1968,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11087,2243,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11087,2361,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
11088,1880,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
11088,1907,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11092,861,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11092,1142,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11094,753,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11094,1904,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11094,2076,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11096,761,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
11096,904,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11096,1587,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
11096,2320,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11096,2321,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11097,1017,1,1.0,1.0,1.0,1,5.0,1.6666666666666667
11097,1018,1,1.0,1.0,1.0,1,5.0,1.6666666666666667
11097,1019,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
11097,1505,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11097,1898,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11097,2540,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
11097,2541,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
11100,761,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
11100,904,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
11100,1587,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
11100,2320,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11100,2321,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11101,797,1,1.0,1.0,1.0,1,5.0,1.6666666666666667
11101,1861,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
11101,2056,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
11104,760,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
11104,965,1,1.0,1.0,1.0,1,5.0,1.6666666666666667
11104,1016,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11104,1024,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
11104,1039,1,1.0,1.0,1.0,1,5.0,1.6666666666666667
11104,1040,1,1.0,1.0,1.0,1,5.0,1.6666666666666667
11104,1867,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
11104,1897,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11104,2317,1,1.0,1.0,1.0,1,5.0,1.6666666666666667
11104,2318,1,1.0,1.0,1.0,1,5.0,1.6666666666666667
11105,1071,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11105,1227,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
11105,1228,0,0.0,0.0,0.0,1,1.0,0.3333333333333333
11106,1058,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
11106,2329,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
11107,876,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
11107,939,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11107,2160,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
11107,2441,1,1.0,1.0,1.0,1,5.0,1.6666666666666667
11107,2561,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
11108,1961,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11110,1385,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11112,795,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
11112,867,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11112,1389,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11112,1390,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11112,1813,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
11112,2363,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
11112,2430,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
11112,2524,0,1.0,1.0,1.0,1,4.0,1.3333333333333333
11113,1886,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
11113,2490,0,0.0,1.0,0.0,1,2.0,0.6666666666666666
